location,target,target_end_date,forecast_date,point,quantile
US,1 wk ahead inc case,2020-06-05,2020-06-05,15383.649772700875,NA
US,1 wk ahead inc case,2020-06-06,2020-06-05,15439.870922701606,NA
US,1 wk ahead inc case,2020-06-07,2020-06-05,15490.853284152561,NA
US,1 wk ahead inc case,2020-06-08,2020-06-05,15631.699604348725,NA
US,1 wk ahead inc case,2020-06-09,2020-06-05,15814.926146104817,NA
US,1 wk ahead inc case,2020-06-10,2020-06-05,16025.480096639178,NA
US,1 wk ahead inc case,2020-06-11,2020-06-05,16234.393408345111,NA
US,2 wk ahead inc case,2020-06-05,2020-06-05,15378.466122917804,NA
US,2 wk ahead inc case,2020-06-06,2020-06-05,15438.882456757354,NA
US,2 wk ahead inc case,2020-06-07,2020-06-05,15484.27951303334,NA
US,2 wk ahead inc case,2020-06-08,2020-06-05,15621.878127990989,NA
US,2 wk ahead inc case,2020-06-09,2020-06-05,15801.966587430534,NA
US,2 wk ahead inc case,2020-06-10,2020-06-05,16012.279299130214,NA
US,2 wk ahead inc case,2020-06-11,2020-06-05,16220.508322873658,NA
US,2 wk ahead inc case,2020-06-12,2020-06-05,16452.24746706893,NA
US,2 wk ahead inc case,2020-06-13,2020-06-05,16663.19492980808,NA
US,2 wk ahead inc case,2020-06-14,2020-06-05,16877.663313703153,NA
US,2 wk ahead inc case,2020-06-15,2020-06-05,17184.988123113322,NA
US,2 wk ahead inc case,2020-06-16,2020-06-05,17537.533189822796,NA
US,2 wk ahead inc case,2020-06-17,2020-06-05,17849.832626805637,NA
US,2 wk ahead inc case,2020-06-18,2020-06-05,18109.620961377565,NA
