location,target,target_end_date,forecast_date,point,quantile
US,1 wk ahead inc case,2020-06-18,2020-06-18,19383.168146664382,NA
US,1 wk ahead inc case,2020-06-19,2020-06-18,19632.928676448668,NA
US,1 wk ahead inc case,2020-06-20,2020-06-18,19863.912998870073,NA
US,1 wk ahead inc case,2020-06-21,2020-06-18,20106.3914021558,NA
US,1 wk ahead inc case,2020-06-22,2020-06-18,20351.360323922887,NA
US,1 wk ahead inc case,2020-06-23,2020-06-18,20542.35331897297,NA
US,1 wk ahead inc case,2020-06-24,2020-06-18,20706.842196444148,NA
US,2 wk ahead inc case,2020-06-18,2020-06-18,19368.415561853504,NA
US,2 wk ahead inc case,2020-06-19,2020-06-18,19620.339914726977,NA
US,2 wk ahead inc case,2020-06-20,2020-06-18,19850.6694997662,NA
US,2 wk ahead inc case,2020-06-21,2020-06-18,20092.806457528022,NA
US,2 wk ahead inc case,2020-06-22,2020-06-18,20338.012712273274,NA
US,2 wk ahead inc case,2020-06-23,2020-06-18,20533.666552273502,NA
US,2 wk ahead inc case,2020-06-24,2020-06-18,20696.144307946226,NA
US,2 wk ahead inc case,2020-06-25,2020-06-18,20879.181725469898,NA
US,2 wk ahead inc case,2020-06-26,2020-06-18,20991.05428464871,NA
US,2 wk ahead inc case,2020-06-27,2020-06-18,21033.389994204354,NA
US,2 wk ahead inc case,2020-06-28,2020-06-18,21076.66583704082,NA
US,2 wk ahead inc case,2020-06-29,2020-06-18,21061.92286690345,NA
US,2 wk ahead inc case,2020-06-30,2020-06-18,20999.907255875314,NA
US,2 wk ahead inc case,2020-07-01,2020-06-18,20945.253318583167,NA
