location,target,target_end_date,forecast_date,point,quantile
US,1 wk ahead inc case,2020-06-24,2020-06-24,21453.02482507434,NA
US,1 wk ahead inc case,2020-06-25,2020-06-24,21643.88647770837,NA
US,1 wk ahead inc case,2020-06-26,2020-06-24,21759.96209649467,NA
US,1 wk ahead inc case,2020-06-27,2020-06-24,21804.09222198654,NA
US,1 wk ahead inc case,2020-06-28,2020-06-24,21849.42868608232,NA
US,1 wk ahead inc case,2020-06-29,2020-06-24,21833.38978426732,NA
US,1 wk ahead inc case,2020-06-30,2020-06-24,21769.069868361912,NA
US,2 wk ahead inc case,2020-06-24,2020-06-24,21443.01880845481,NA
US,2 wk ahead inc case,2020-06-25,2020-06-24,21635.033538203963,NA
US,2 wk ahead inc case,2020-06-26,2020-06-24,21756.355070488353,NA
US,2 wk ahead inc case,2020-06-27,2020-06-24,21802.080401744595,NA
US,2 wk ahead inc case,2020-06-28,2020-06-24,21847.267410357334,NA
US,2 wk ahead inc case,2020-06-29,2020-06-24,21836.998008523165,NA
US,2 wk ahead inc case,2020-06-30,2020-06-24,21771.761453343926,NA
US,2 wk ahead inc case,2020-07-01,2020-06-24,21716.097250889015,NA
US,2 wk ahead inc case,2020-07-02,2020-06-24,21626.22771691096,NA
US,2 wk ahead inc case,2020-07-03,2020-06-24,21472.813042656224,NA
US,2 wk ahead inc case,2020-07-04,2020-06-24,21312.085064615465,NA
US,2 wk ahead inc case,2020-07-05,2020-06-24,21091.08089677251,NA
US,2 wk ahead inc case,2020-07-06,2020-06-24,20888.155138095513,NA
US,2 wk ahead inc case,2020-07-07,2020-06-24,20753.406126612514,NA
