location,target,target_end_date,forecast_date,point,quantile
US,1 wk ahead inc case,2020-06-28,2020-06-28,71812.85055067978,NA
US,1 wk ahead inc case,2020-06-29,2020-06-28,73937.94840361853,NA
US,1 wk ahead inc case,2020-06-30,2020-06-28,76017.30883077793,NA
US,1 wk ahead inc case,2020-07-01,2020-06-28,78040.5625564845,NA
US,1 wk ahead inc case,2020-07-02,2020-06-28,79997.15275018965,NA
US,1 wk ahead inc case,2020-07-03,2020-06-28,81876.4371732273,NA
US,1 wk ahead inc case,2020-07-04,2020-06-28,83667.79319254961,NA
US,2 wk ahead inc case,2020-06-28,2020-06-28,71704.62727303922,NA
US,2 wk ahead inc case,2020-06-29,2020-06-28,73830.8617277132,NA
US,2 wk ahead inc case,2020-06-30,2020-06-28,75911.91830085465,NA
US,2 wk ahead inc case,2020-07-01,2020-06-28,77937.4529908267,NA
US,2 wk ahead inc case,2020-07-02,2020-06-28,79896.92967186133,NA
US,2 wk ahead inc case,2020-07-03,2020-06-28,81779.72175334924,NA
US,2 wk ahead inc case,2020-07-04,2020-06-28,83575.21634930318,NA
US,2 wk ahead inc case,2020-07-05,2020-06-28,85272.92687294555,NA
US,2 wk ahead inc case,2020-07-06,2020-06-28,86862.61422074429,NA
US,2 wk ahead inc case,2020-07-07,2020-06-28,88334.40929687567,NA
US,2 wk ahead inc case,2020-07-08,2020-06-28,89678.9328799766,NA
US,2 wk ahead inc case,2020-07-09,2020-06-28,90887.41938065404,NA
US,2 wk ahead inc case,2020-07-10,2020-06-28,91951.8339464381,NA
US,2 wk ahead inc case,2020-07-11,2020-06-28,92864.98311828326,NA
