location,target,target_end_date,forecast_date,point,quantile
US,Daily Cases,2020-07-11,2020-07-10,1547144.9,NA
US,Daily Cases,2020-07-12,2020-07-10,1571132.1,NA
US,Daily Cases,2020-07-13,2020-07-10,1596097.1,NA
US,Daily Cases,2020-07-14,2020-07-10,1622208.9,NA
US,Daily Cases,2020-07-15,2020-07-10,1649538.8,NA
US,Daily Cases,2020-07-16,2020-07-10,1678112.5,NA
US,Daily Cases,2020-07-17,2020-07-10,1707843,NA
US,Daily Cases,2020-07-18,2020-07-10,1738704.9,NA
US,Daily Cases,2020-07-19,2020-07-10,1770566.1,NA
US,Daily Cases,2020-07-20,2020-07-10,1803285.6,NA
US,Daily Cases,2020-07-21,2020-07-10,1836631.4,NA
US,Daily Cases,2020-07-22,2020-07-10,1870410.6,NA
US,Daily Cases,2020-07-23,2020-07-10,1904413.6,NA
US,Daily Cases,2020-07-24,2020-07-10,1938531.2,NA
US,Daily Cases,2020-07-25,2020-07-10,1972643.6,NA
US,Daily Cases,2020-07-26,2020-07-10,2006730,NA
US,Daily Cases,2020-07-27,2020-07-10,2040696,NA
US,Daily Cases,2020-07-28,2020-07-10,2074508.2,NA
US,Daily Cases,2020-07-29,2020-07-10,2108379.5,NA
US,Daily Cases,2020-07-30,2020-07-10,2142397.2,NA
US,Daily Cases,2020-07-31,2020-07-10,2176725,NA
US,Daily Cases,2020-08-01,2020-07-10,2211363.8,NA
