location,target,target_end_date,forecast_date,point,quantile
US,Daily Cases,2020-07-16,2020-07-15,1764248,NA
US,Daily Cases,2020-07-17,2020-07-15,1796118.6,NA
US,Daily Cases,2020-07-18,2020-07-15,1829355.5,NA
US,Daily Cases,2020-07-19,2020-07-15,1864143.4,NA
US,Daily Cases,2020-07-20,2020-07-15,1900465.4,NA
US,Daily Cases,2020-07-21,2020-07-15,1938204.2,NA
US,Daily Cases,2020-07-22,2020-07-15,1977091.8,NA
US,Daily Cases,2020-07-23,2020-07-15,2016877.4,NA
US,Daily Cases,2020-07-24,2020-07-15,2057283,NA
US,Daily Cases,2020-07-25,2020-07-15,2098101.5,NA
US,Daily Cases,2020-07-26,2020-07-15,2139141.5,NA
US,Daily Cases,2020-07-27,2020-07-15,2180239,NA
US,Daily Cases,2020-07-28,2020-07-15,2221180,NA
US,Daily Cases,2020-07-29,2020-07-15,2262219.2,NA
US,Daily Cases,2020-07-30,2020-07-15,2303282.2,NA
US,Daily Cases,2020-07-31,2020-07-15,2344629.8,NA
US,Daily Cases,2020-08-01,2020-07-15,2386082.2,NA
