location,target,target_end_date,forecast_date,point,quantile
US,Daily Cases,2020-07-14,2020-07-13,63198.47,NA
US,Daily Cases,2020-07-15,2020-07-13,66141.83,NA
US,Daily Cases,2020-07-16,2020-07-13,68829.77,NA
US,Daily Cases,2020-07-17,2020-07-13,71295.59,NA
US,Daily Cases,2020-07-18,2020-07-13,73726.06,NA
US,Daily Cases,2020-07-19,2020-07-13,76121.17,NA
US,Daily Cases,2020-07-20,2020-07-13,78209.46,NA
US,Daily Cases,2020-07-21,2020-07-13,79437.21,NA
US,Daily Cases,2020-07-22,2020-07-13,79367.27,NA
US,Daily Cases,2020-07-23,2020-07-13,78071.195,NA
US,Daily Cases,2020-07-24,2020-07-13,76243.51,NA
US,Daily Cases,2020-07-25,2020-07-13,74559.07,NA
US,Daily Cases,2020-07-26,2020-07-13,73769.43,NA
US,Daily Cases,2020-07-27,2020-07-13,74041.97,NA
US,Daily Cases,2020-07-28,2020-07-13,74236.82,NA
US,Daily Cases,2020-07-29,2020-07-13,76913.18,NA
US,Daily Cases,2020-07-30,2020-07-13,80968.69,NA
US,Daily Cases,2020-07-31,2020-07-13,85462.14,NA
US,Daily Cases,2020-08-01,2020-07-13,88785.27,NA
US,Daily Cases,2020-08-02,2020-07-13,89743.945,NA
