location,target,target_end_date,forecast_date,point,quantile
US,Daily Cases,2020-07-01,2020-06-30,1352161.5,NA
US,Daily Cases,2020-07-02,2020-06-30,1367213.8,NA
US,Daily Cases,2020-07-03,2020-06-30,1383194.8,NA
US,Daily Cases,2020-07-04,2020-06-30,1399996.4,NA
US,Daily Cases,2020-07-05,2020-06-30,1417926,NA
US,Daily Cases,2020-07-06,2020-06-30,1436760.9,NA
US,Daily Cases,2020-07-07,2020-06-30,1456707.9,NA
US,Daily Cases,2020-07-08,2020-06-30,1477358,NA
US,Daily Cases,2020-07-09,2020-06-30,1498854.8,NA
US,Daily Cases,2020-07-10,2020-06-30,1520826.6,NA
US,Daily Cases,2020-07-11,2020-06-30,1543454.6,NA
US,Daily Cases,2020-07-12,2020-06-30,1566429.4,NA
US,Daily Cases,2020-07-13,2020-06-30,1589977,NA
US,Daily Cases,2020-07-14,2020-06-30,1613830.1,NA
US,Daily Cases,2020-07-15,2020-06-30,1638104.8,NA
US,Daily Cases,2020-07-16,2020-06-30,1662565,NA
US,Daily Cases,2020-07-17,2020-06-30,1687390.5,NA
US,Daily Cases,2020-07-18,2020-06-30,1712367.6,NA
US,Daily Cases,2020-07-19,2020-06-30,1737713.1,NA
US,Daily Cases,2020-07-20,2020-06-30,1763249.5,NA
US,Daily Cases,2020-07-21,2020-06-30,1789124.5,NA
US,Daily Cases,2020-07-22,2020-06-30,1814989.4,NA
US,Daily Cases,2020-07-23,2020-06-30,1840930.1,NA
US,Daily Cases,2020-07-24,2020-06-30,1867031.4,NA
US,Daily Cases,2020-07-25,2020-06-30,1893109.9,NA
US,Daily Cases,2020-07-26,2020-06-30,1919314.2,NA
US,Daily Cases,2020-07-27,2020-06-30,1945383,NA
US,Daily Cases,2020-07-28,2020-06-30,1971488.4,NA
US,Daily Cases,2020-07-29,2020-06-30,1997433.4,NA
US,Daily Cases,2020-07-30,2020-06-30,2023576.8,NA
US,Daily Cases,2020-07-31,2020-06-30,2049637.4,NA
US,Daily Cases,2020-08-01,2020-06-30,2075907.1,NA
