location,target,target_end_date,forecast_date,point,quantile
US,Daily Cases,2020-07-17,2020-07-16,64479.95,NA
US,Daily Cases,2020-07-18,2020-07-16,65839.94,NA
US,Daily Cases,2020-07-19,2020-07-16,67313.58,NA
US,Daily Cases,2020-07-20,2020-07-16,68798.234,NA
US,Daily Cases,2020-07-21,2020-07-16,69760.13,NA
US,Daily Cases,2020-07-22,2020-07-16,69683.375,NA
US,Daily Cases,2020-07-23,2020-07-16,68542.32,NA
US,Daily Cases,2020-07-24,2020-07-16,66957.22,NA
US,Daily Cases,2020-07-25,2020-07-16,65546.15,NA
US,Daily Cases,2020-07-26,2020-07-16,65020.86,NA
US,Daily Cases,2020-07-27,2020-07-16,65514.055,NA
US,Daily Cases,2020-07-28,2020-07-16,65787.805,NA
US,Daily Cases,2020-07-29,2020-07-16,68474.98,NA
US,Daily Cases,2020-07-30,2020-07-16,72305.12,NA
US,Daily Cases,2020-07-31,2020-07-16,76428.52,NA
US,Daily Cases,2020-08-01,2020-07-16,79210.99,NA
US,Daily Cases,2020-08-02,2020-07-16,79509.29,NA
