location,target,target_end_date,forecast_date,point,quantile
US,Daily Cases,2020-07-12,2020-07-11,1674099.4,NA
US,Daily Cases,2020-07-13,2020-07-11,1700919,NA
US,Daily Cases,2020-07-14,2020-07-11,1728905,NA
US,Daily Cases,2020-07-15,2020-07-11,1758196.6,NA
US,Daily Cases,2020-07-16,2020-07-11,1788775.6,NA
US,Daily Cases,2020-07-17,2020-07-11,1820647.4,NA
US,Daily Cases,2020-07-18,2020-07-11,1853718.1,NA
US,Daily Cases,2020-07-19,2020-07-11,1887954.2,NA
US,Daily Cases,2020-07-20,2020-07-11,1923163.1,NA
US,Daily Cases,2020-07-21,2020-07-11,1959202.4,NA
US,Daily Cases,2020-07-22,2020-07-11,1995792,NA
US,Daily Cases,2020-07-23,2020-07-11,2032791.9,NA
US,Daily Cases,2020-07-24,2020-07-11,2069994,NA
US,Daily Cases,2020-07-25,2020-07-11,2107354.2,NA
US,Daily Cases,2020-07-26,2020-07-11,2144754,NA
US,Daily Cases,2020-07-27,2020-07-11,2182189.8,NA
US,Daily Cases,2020-07-28,2020-07-11,2219466.8,NA
US,Daily Cases,2020-07-29,2020-07-11,2256910.5,NA
US,Daily Cases,2020-07-30,2020-07-11,2294364.5,NA
US,Daily Cases,2020-07-31,2020-07-11,2332212.5,NA
US,Daily Cases,2020-08-01,2020-07-11,2370158,NA
