location,target,target_end_date,forecast_date,point,quantile
US,Daily Cases,2020-07-04,2020-07-03,1457193.4,NA
US,Daily Cases,2020-07-05,2020-07-03,1474885,NA
US,Daily Cases,2020-07-06,2020-07-03,1493520.5,NA
US,Daily Cases,2020-07-07,2020-07-03,1513274,NA
US,Daily Cases,2020-07-08,2020-07-03,1534024,NA
US,Daily Cases,2020-07-09,2020-07-03,1555839.6,NA
US,Daily Cases,2020-07-10,2020-07-03,1578537.9,NA
US,Daily Cases,2020-07-11,2020-07-03,1602156.5,NA
US,Daily Cases,2020-07-12,2020-07-03,1626520.4,NA
US,Daily Cases,2020-07-13,2020-07-03,1651666.4,NA
US,Daily Cases,2020-07-14,2020-07-03,1677396.8,NA
US,Daily Cases,2020-07-15,2020-07-03,1703690,NA
US,Daily Cases,2020-07-16,2020-07-03,1730380.5,NA
US,Daily Cases,2020-07-17,2020-07-03,1757500.2,NA
US,Daily Cases,2020-07-18,2020-07-03,1784942.4,NA
US,Daily Cases,2020-07-19,2020-07-03,1812804.6,NA
US,Daily Cases,2020-07-20,2020-07-03,1840991,NA
US,Daily Cases,2020-07-21,2020-07-03,1869542.4,NA
US,Daily Cases,2020-07-22,2020-07-03,1898290.2,NA
US,Daily Cases,2020-07-23,2020-07-03,1927251.5,NA
US,Daily Cases,2020-07-24,2020-07-03,1956286.2,NA
US,Daily Cases,2020-07-25,2020-07-03,1985411,NA
US,Daily Cases,2020-07-26,2020-07-03,2014769.8,NA
US,Daily Cases,2020-07-27,2020-07-03,2044215.4,NA
US,Daily Cases,2020-07-28,2020-07-03,2073782.4,NA
US,Daily Cases,2020-07-29,2020-07-03,2103463.5,NA
US,Daily Cases,2020-07-30,2020-07-03,2133451.5,NA
US,Daily Cases,2020-07-31,2020-07-03,2163667.2,NA
US,Daily Cases,2020-08-01,2020-07-03,2194254,NA
