location,target,target_end_date,forecast_date,point,quantile
US,Cumulative Cases,2020-07-11,2020-07-10,2936120,NA
US,Cumulative Cases,2020-07-12,2020-07-10,2982265.8,NA
US,Cumulative Cases,2020-07-13,2020-07-10,3030247,NA
US,Cumulative Cases,2020-07-14,2020-07-10,3080231.2,NA
US,Cumulative Cases,2020-07-15,2020-07-10,3132299.2,NA
US,Cumulative Cases,2020-07-16,2020-07-10,3186442,NA
US,Cumulative Cases,2020-07-17,2020-07-10,3242576.5,NA
US,Cumulative Cases,2020-07-18,2020-07-10,3300581,NA
US,Cumulative Cases,2020-07-19,2020-07-10,3360280,NA
US,Cumulative Cases,2020-07-20,2020-07-10,3421400.8,NA
US,Cumulative Cases,2020-07-21,2020-07-10,3483590,NA
US,Cumulative Cases,2020-07-22,2020-07-10,3546473.5,NA
US,Cumulative Cases,2020-07-23,2020-07-10,3609725.8,NA
US,Cumulative Cases,2020-07-24,2020-07-10,3673091.5,NA
US,Cumulative Cases,2020-07-25,2020-07-10,3736396,NA
US,Cumulative Cases,2020-07-26,2020-07-10,3799507.8,NA
US,Cumulative Cases,2020-07-27,2020-07-10,3862201.5,NA
US,Cumulative Cases,2020-07-28,2020-07-10,3924512.8,NA
US,Cumulative Cases,2020-07-29,2020-07-10,3986417.5,NA
US,Cumulative Cases,2020-07-30,2020-07-10,4048019.5,NA
US,Cumulative Cases,2020-07-31,2020-07-10,4109334,NA
US,Cumulative Cases,2020-08-01,2020-07-10,4169989.8,NA
