location,target,target_end_date,forecast_date,point,quantile
US,Cumulative Cases,2020-07-01,2020-06-30,2474797,NA
US,Cumulative Cases,2020-07-02,2020-06-30,2496427.5,NA
US,Cumulative Cases,2020-07-03,2020-06-30,2519006,NA
US,Cumulative Cases,2020-07-04,2020-06-30,2542636,NA
US,Cumulative Cases,2020-07-05,2020-06-30,2567384.5,NA
US,Cumulative Cases,2020-07-06,2020-06-30,2593333.5,NA
US,Cumulative Cases,2020-07-07,2020-06-30,2620381.5,NA
US,Cumulative Cases,2020-07-08,2020-06-30,2648336.8,NA
US,Cumulative Cases,2020-07-09,2020-06-30,2677051.5,NA
US,Cumulative Cases,2020-07-10,2020-06-30,2706393,NA
US,Cumulative Cases,2020-07-11,2020-06-30,2736240,NA
US,Cumulative Cases,2020-07-12,2020-06-30,2766524.8,NA
US,Cumulative Cases,2020-07-13,2020-06-30,2797284.2,NA
US,Cumulative Cases,2020-07-14,2020-06-30,2828371.5,NA
US,Cumulative Cases,2020-07-15,2020-06-30,2859651.5,NA
US,Cumulative Cases,2020-07-16,2020-06-30,2891081.2,NA
US,Cumulative Cases,2020-07-17,2020-06-30,2922568.2,NA
US,Cumulative Cases,2020-07-18,2020-06-30,2954042.8,NA
US,Cumulative Cases,2020-07-19,2020-06-30,2985540.5,NA
US,Cumulative Cases,2020-07-20,2020-06-30,3017070.5,NA
US,Cumulative Cases,2020-07-21,2020-06-30,3048546.8,NA
US,Cumulative Cases,2020-07-22,2020-06-30,3079176.2,NA
US,Cumulative Cases,2020-07-23,2020-06-30,3109589.5,NA
US,Cumulative Cases,2020-07-24,2020-06-30,3139761.8,NA
US,Cumulative Cases,2020-07-25,2020-06-30,3169753.8,NA
US,Cumulative Cases,2020-07-26,2020-06-30,3199468.2,NA
US,Cumulative Cases,2020-07-27,2020-06-30,3228910,NA
US,Cumulative Cases,2020-07-28,2020-06-30,3257906.5,NA
US,Cumulative Cases,2020-07-29,2020-06-30,3286538.2,NA
US,Cumulative Cases,2020-07-30,2020-06-30,3314795.2,NA
US,Cumulative Cases,2020-07-31,2020-06-30,3342647.5,NA
US,Cumulative Cases,2020-08-01,2020-06-30,3370171.8,NA
