location,target,target_end_date,forecast_date,point,quantile
US,Daily Cases,2020-07-09,2020-07-08,1549973,NA
US,Daily Cases,2020-07-10,2020-07-08,1573040.6,NA
US,Daily Cases,2020-07-11,2020-07-08,1597169.1,NA
US,Daily Cases,2020-07-12,2020-07-08,1622189.1,NA
US,Daily Cases,2020-07-13,2020-07-08,1648531.9,NA
US,Daily Cases,2020-07-14,2020-07-08,1675957.1,NA
US,Daily Cases,2020-07-15,2020-07-08,1704628.6,NA
US,Daily Cases,2020-07-16,2020-07-08,1734215.2,NA
US,Daily Cases,2020-07-17,2020-07-08,1764868.8,NA
US,Daily Cases,2020-07-18,2020-07-08,1796208.4,NA
US,Daily Cases,2020-07-19,2020-07-08,1828405.4,NA
US,Daily Cases,2020-07-20,2020-07-08,1861132,NA
US,Daily Cases,2020-07-21,2020-07-08,1894501.5,NA
US,Daily Cases,2020-07-22,2020-07-08,1928099,NA
US,Daily Cases,2020-07-23,2020-07-08,1962007.9,NA
US,Daily Cases,2020-07-24,2020-07-08,1995869.8,NA
US,Daily Cases,2020-07-25,2020-07-08,2029854.9,NA
US,Daily Cases,2020-07-26,2020-07-08,2063713.1,NA
US,Daily Cases,2020-07-27,2020-07-08,2097688.2,NA
US,Daily Cases,2020-07-28,2020-07-08,2131375,NA
US,Daily Cases,2020-07-29,2020-07-08,2165327.2,NA
US,Daily Cases,2020-07-30,2020-07-08,2198996,NA
US,Daily Cases,2020-07-31,2020-07-08,2232688.5,NA
US,Daily Cases,2020-08-01,2020-07-08,2266877.5,NA
