location,target,target_end_date,forecast_date,point,quantile
US,Daily Cases,2020-07-15,2020-07-14,1660440.1,NA
US,Daily Cases,2020-07-16,2020-07-14,1689020.6,NA
US,Daily Cases,2020-07-17,2020-07-14,1718684.8,NA
US,Daily Cases,2020-07-18,2020-07-14,1749535.8,NA
US,Daily Cases,2020-07-19,2020-07-14,1781777.8,NA
US,Daily Cases,2020-07-20,2020-07-14,1815325.1,NA
US,Daily Cases,2020-07-21,2020-07-14,1850122.6,NA
US,Daily Cases,2020-07-22,2020-07-14,1885853,NA
US,Daily Cases,2020-07-23,2020-07-14,1922326.6,NA
US,Daily Cases,2020-07-24,2020-07-14,1959214.1,NA
US,Daily Cases,2020-07-25,2020-07-14,1996374,NA
US,Daily Cases,2020-07-26,2020-07-14,2033575.8,NA
US,Daily Cases,2020-07-27,2020-07-14,2070751.2,NA
US,Daily Cases,2020-07-28,2020-07-14,2107643.5,NA
US,Daily Cases,2020-07-29,2020-07-14,2144528.5,NA
US,Daily Cases,2020-07-30,2020-07-14,2181254.5,NA
US,Daily Cases,2020-07-31,2020-07-14,2218169.5,NA
US,Daily Cases,2020-08-01,2020-07-14,2255032,NA
