location,target,target_end_date,forecast_date,point,quantile
US,Daily Cases,2020-07-06,2020-07-05,45441.098,NA
US,Daily Cases,2020-07-07,2020-07-05,47214.4,NA
US,Daily Cases,2020-07-08,2020-07-05,48333.266,NA
US,Daily Cases,2020-07-09,2020-07-05,48917.58,NA
US,Daily Cases,2020-07-10,2020-07-05,49511.883,NA
US,Daily Cases,2020-07-11,2020-07-05,50567.62,NA
US,Daily Cases,2020-07-12,2020-07-05,52416.03,NA
US,Daily Cases,2020-07-13,2020-07-05,54666.156,NA
US,Daily Cases,2020-07-14,2020-07-05,56858.527,NA
US,Daily Cases,2020-07-15,2020-07-05,57848.496,NA
US,Daily Cases,2020-07-16,2020-07-05,58030.17,NA
US,Daily Cases,2020-07-17,2020-07-05,58100.94,NA
US,Daily Cases,2020-07-18,2020-07-05,58739.32,NA
US,Daily Cases,2020-07-19,2020-07-05,60026.28,NA
US,Daily Cases,2020-07-20,2020-07-05,61441.598,NA
US,Daily Cases,2020-07-21,2020-07-05,62096.867,NA
US,Daily Cases,2020-07-22,2020-07-05,61430.086,NA
US,Daily Cases,2020-07-23,2020-07-05,59697.08,NA
US,Daily Cases,2020-07-24,2020-07-05,57884.33,NA
US,Daily Cases,2020-07-25,2020-07-05,56690.707,NA
US,Daily Cases,2020-07-26,2020-07-05,56842.918,NA
US,Daily Cases,2020-07-27,2020-07-05,58074.94,NA
US,Daily Cases,2020-07-28,2020-07-05,59118.125,NA
US,Daily Cases,2020-07-29,2020-07-05,62631.65,NA
US,Daily Cases,2020-07-30,2020-07-05,67904.24,NA
US,Daily Cases,2020-07-31,2020-07-05,72147.375,NA
US,Daily Cases,2020-08-01,2020-07-05,73635.164,NA
US,Daily Cases,2020-08-02,2020-07-05,71866.664,NA
