location,target,target_end_date,forecast_date,point,quantile
US,Cumulative Cases,2020-07-07,2020-07-06,2552945,NA
US,Cumulative Cases,2020-07-08,2020-07-06,2583861,NA
US,Cumulative Cases,2020-07-09,2020-07-06,2615948.8,NA
US,Cumulative Cases,2020-07-10,2020-07-06,2649278.8,NA
US,Cumulative Cases,2020-07-11,2020-07-06,2683865.8,NA
US,Cumulative Cases,2020-07-12,2020-07-06,2719681,NA
US,Cumulative Cases,2020-07-13,2020-07-06,2756683.8,NA
US,Cumulative Cases,2020-07-14,2020-07-06,2794654.8,NA
US,Cumulative Cases,2020-07-15,2020-07-06,2833369.8,NA
US,Cumulative Cases,2020-07-16,2020-07-06,2872663,NA
US,Cumulative Cases,2020-07-17,2020-07-06,2912362.8,NA
US,Cumulative Cases,2020-07-18,2020-07-06,2952334.2,NA
US,Cumulative Cases,2020-07-19,2020-07-06,2992517.2,NA
US,Cumulative Cases,2020-07-20,2020-07-06,3032822.5,NA
US,Cumulative Cases,2020-07-21,2020-07-06,3073094.8,NA
US,Cumulative Cases,2020-07-22,2020-07-06,3113150.8,NA
US,Cumulative Cases,2020-07-23,2020-07-06,3152844,NA
US,Cumulative Cases,2020-07-24,2020-07-06,3192084.8,NA
US,Cumulative Cases,2020-07-25,2020-07-06,3230860.5,NA
US,Cumulative Cases,2020-07-26,2020-07-06,3269209.2,NA
US,Cumulative Cases,2020-07-27,2020-07-06,3307032,NA
US,Cumulative Cases,2020-07-28,2020-07-06,3343962.5,NA
US,Cumulative Cases,2020-07-29,2020-07-06,3380601.5,NA
US,Cumulative Cases,2020-07-30,2020-07-06,3416962.5,NA
US,Cumulative Cases,2020-07-31,2020-07-06,3453023.5,NA
US,Cumulative Cases,2020-08-01,2020-07-06,3488802.5,NA
