location,target,target_end_date,forecast_date,point,quantile
US,Daily Cases,2020-07-05,2020-07-04,44864.824,NA
US,Daily Cases,2020-07-06,2020-07-04,45594.67,NA
US,Daily Cases,2020-07-07,2020-07-04,46655.95,NA
US,Daily Cases,2020-07-08,2020-07-04,47169.438,NA
US,Daily Cases,2020-07-09,2020-07-04,47357.48,NA
US,Daily Cases,2020-07-10,2020-07-04,47868.305,NA
US,Daily Cases,2020-07-11,2020-07-04,49124.242,NA
US,Daily Cases,2020-07-12,2020-07-04,51345.94,NA
US,Daily Cases,2020-07-13,2020-07-04,54086.406,NA
US,Daily Cases,2020-07-14,2020-07-04,56800.227,NA
US,Daily Cases,2020-07-15,2020-07-04,58143.39,NA
US,Daily Cases,2020-07-16,2020-07-04,58414.793,NA
US,Daily Cases,2020-07-17,2020-07-04,58308.156,NA
US,Daily Cases,2020-07-18,2020-07-04,58462.184,NA
US,Daily Cases,2020-07-19,2020-07-04,59100.777,NA
US,Daily Cases,2020-07-20,2020-07-04,59948.67,NA
US,Daily Cases,2020-07-21,2020-07-04,60271.383,NA
US,Daily Cases,2020-07-22,2020-07-04,59534.305,NA
US,Daily Cases,2020-07-23,2020-07-04,57908.816,NA
US,Daily Cases,2020-07-24,2020-07-04,56235.586,NA
US,Daily Cases,2020-07-25,2020-07-04,55146.934,NA
US,Daily Cases,2020-07-26,2020-07-04,55560.004,NA
US,Daily Cases,2020-07-27,2020-07-04,56645.06,NA
US,Daily Cases,2020-07-28,2020-07-04,57639.46,NA
US,Daily Cases,2020-07-29,2020-07-04,60732.688,NA
US,Daily Cases,2020-07-30,2020-07-04,65518.85,NA
US,Daily Cases,2020-07-31,2020-07-04,69454.04,NA
US,Daily Cases,2020-08-01,2020-07-04,70956.17,NA
US,Daily Cases,2020-08-02,2020-07-04,69561.88,NA
