location,target,target_end_date,forecast_date,point,quantile
US,Daily Cases,2020-07-05,2020-07-04,1505087.5,NA
US,Daily Cases,2020-07-06,2020-07-04,1523975.9,NA
US,Daily Cases,2020-07-07,2020-07-04,1544099.2,NA
US,Daily Cases,2020-07-08,2020-07-04,1565016,NA
US,Daily Cases,2020-07-09,2020-07-04,1587215,NA
US,Daily Cases,2020-07-10,2020-07-04,1610222.6,NA
US,Daily Cases,2020-07-11,2020-07-04,1634465.5,NA
US,Daily Cases,2020-07-12,2020-07-04,1659429.8,NA
US,Daily Cases,2020-07-13,2020-07-04,1685538.8,NA
US,Daily Cases,2020-07-14,2020-07-04,1712325.1,NA
US,Daily Cases,2020-07-15,2020-07-04,1739993.5,NA
US,Daily Cases,2020-07-16,2020-07-04,1768086.9,NA
US,Daily Cases,2020-07-17,2020-07-04,1796914.9,NA
US,Daily Cases,2020-07-18,2020-07-04,1826004.9,NA
US,Daily Cases,2020-07-19,2020-07-04,1855720.4,NA
US,Daily Cases,2020-07-20,2020-07-04,1885705.4,NA
US,Daily Cases,2020-07-21,2020-07-04,1916276.5,NA
US,Daily Cases,2020-07-22,2020-07-04,1946959.2,NA
US,Daily Cases,2020-07-23,2020-07-04,1978004.5,NA
US,Daily Cases,2020-07-24,2020-07-04,2008969.5,NA
US,Daily Cases,2020-07-25,2020-07-04,2040180.1,NA
US,Daily Cases,2020-07-26,2020-07-04,2071169.6,NA
US,Daily Cases,2020-07-27,2020-07-04,2102095.5,NA
US,Daily Cases,2020-07-28,2020-07-04,2133444.2,NA
US,Daily Cases,2020-07-29,2020-07-04,2164559,NA
US,Daily Cases,2020-07-30,2020-07-04,2196279,NA
US,Daily Cases,2020-07-31,2020-07-04,2227807,NA
US,Daily Cases,2020-08-01,2020-07-04,2259935.8,NA
