location,target,target_end_date,forecast_date,point,quantile
US,Daily Cases,2020-07-03,2020-07-02,2627589.5,NA
US,Daily Cases,2020-07-04,2020-07-02,2653925.0,NA
US,Daily Cases,2020-07-05,2020-07-02,2681531.5,NA
US,Daily Cases,2020-07-06,2020-07-02,2710552.2,NA
US,Daily Cases,2020-07-07,2020-07-02,2741066.8,NA
US,Daily Cases,2020-07-08,2020-07-02,2772967.2,NA
US,Daily Cases,2020-07-09,2020-07-02,2806063.8,NA
US,Daily Cases,2020-07-10,2020-07-02,2840179.2,NA
US,Daily Cases,2020-07-11,2020-07-02,2875149.5,NA
US,Daily Cases,2020-07-12,2020-07-02,2910835.0,NA
US,Daily Cases,2020-07-13,2020-07-02,2947133.2,NA
US,Daily Cases,2020-07-14,2020-07-02,2983994.0,NA
US,Daily Cases,2020-07-15,2020-07-02,3021247.2,NA
US,Daily Cases,2020-07-16,2020-07-02,3058747.8,NA
US,Daily Cases,2020-07-17,2020-07-02,3096421.5,NA
US,Daily Cases,2020-07-18,2020-07-02,3134189.0,NA
US,Daily Cases,2020-07-19,2020-07-02,3172001.8,NA
US,Daily Cases,2020-07-20,2020-07-02,3209868.0,NA
US,Daily Cases,2020-07-21,2020-07-02,3247756.2,NA
US,Daily Cases,2020-07-22,2020-07-02,3285554.8,NA
US,Daily Cases,2020-07-23,2020-07-02,3323119.2,NA
US,Daily Cases,2020-07-24,2020-07-02,3359906.0,NA
US,Daily Cases,2020-07-25,2020-07-02,3396437.8,NA
US,Daily Cases,2020-07-26,2020-07-02,3432722.0,NA
US,Daily Cases,2020-07-27,2020-07-02,3468658.2,NA
US,Daily Cases,2020-07-28,2020-07-02,3504203.2,NA
US,Daily Cases,2020-07-29,2020-07-02,3539263.8,NA
US,Daily Cases,2020-07-30,2020-07-02,3573931.2,NA
US,Daily Cases,2020-07-31,2020-07-02,3608214.8,NA
US,Daily Cases,2020-08-01,2020-07-02,3642092.0,NA
US,Daily Cases,2020-08-02,2020-07-02,3675586.8,NA
