location,target,target_end_date,forecast_date,point,quantile
US,Cumulative Cases,2020-07-10,2020-07-09,3043460,NA
US,Cumulative Cases,2020-07-11,2020-07-09,3088594.8,NA
US,Cumulative Cases,2020-07-12,2020-07-09,3135531.2,NA
US,Cumulative Cases,2020-07-13,2020-07-09,3184562.8,NA
US,Cumulative Cases,2020-07-14,2020-07-09,3235653.2,NA
US,Cumulative Cases,2020-07-15,2020-07-09,3288664,NA
US,Cumulative Cases,2020-07-16,2020-07-09,3343461.8,NA
US,Cumulative Cases,2020-07-17,2020-07-09,3399828,NA
US,Cumulative Cases,2020-07-18,2020-07-09,3457545.2,NA
US,Cumulative Cases,2020-07-19,2020-07-09,3516479,NA
US,Cumulative Cases,2020-07-20,2020-07-09,3576438.8,NA
US,Cumulative Cases,2020-07-21,2020-07-09,3637123.5,NA
US,Cumulative Cases,2020-07-22,2020-07-09,3698180.2,NA
US,Cumulative Cases,2020-07-23,2020-07-09,3759310.5,NA
US,Cumulative Cases,2020-07-24,2020-07-09,3820308.2,NA
US,Cumulative Cases,2020-07-25,2020-07-09,3881093.5,NA
US,Cumulative Cases,2020-07-26,2020-07-09,3941687,NA
US,Cumulative Cases,2020-07-27,2020-07-09,4001872,NA
US,Cumulative Cases,2020-07-28,2020-07-09,4061783,NA
US,Cumulative Cases,2020-07-29,2020-07-09,4121258,NA
US,Cumulative Cases,2020-07-30,2020-07-09,4180394.2,NA
US,Cumulative Cases,2020-07-31,2020-07-09,4238096,NA
US,Cumulative Cases,2020-08-01,2020-07-09,4295656,NA
