location,target,target_end_date,forecast_date,point,quantile
US,Cumulative Cases,2020-07-06,2020-07-05,2632062,NA
US,Cumulative Cases,2020-07-07,2020-07-05,2663474.2,NA
US,Cumulative Cases,2020-07-08,2020-07-05,2696208.8,NA
US,Cumulative Cases,2020-07-09,2020-07-05,2730325.8,NA
US,Cumulative Cases,2020-07-10,2020-07-05,2765829.8,NA
US,Cumulative Cases,2020-07-11,2020-07-05,2802669,NA
US,Cumulative Cases,2020-07-12,2020-07-05,2840775.2,NA
US,Cumulative Cases,2020-07-13,2020-07-05,2880123.2,NA
US,Cumulative Cases,2020-07-14,2020-07-05,2920474,NA
US,Cumulative Cases,2020-07-15,2020-07-05,2961595.8,NA
US,Cumulative Cases,2020-07-16,2020-07-05,3003345.5,NA
US,Cumulative Cases,2020-07-17,2020-07-05,3045555.8,NA
US,Cumulative Cases,2020-07-18,2020-07-05,3088094.8,NA
US,Cumulative Cases,2020-07-19,2020-07-05,3130938.5,NA
US,Cumulative Cases,2020-07-20,2020-07-05,3174028.8,NA
US,Cumulative Cases,2020-07-21,2020-07-05,3217214.2,NA
US,Cumulative Cases,2020-07-22,2020-07-05,3260291.8,NA
US,Cumulative Cases,2020-07-23,2020-07-05,3303089.2,NA
US,Cumulative Cases,2020-07-24,2020-07-05,3345500.2,NA
US,Cumulative Cases,2020-07-25,2020-07-05,3387510,NA
US,Cumulative Cases,2020-07-26,2020-07-05,3429182,NA
US,Cumulative Cases,2020-07-27,2020-07-05,3469828.2,NA
US,Cumulative Cases,2020-07-28,2020-07-05,3510078.2,NA
US,Cumulative Cases,2020-07-29,2020-07-05,3550035,NA
US,Cumulative Cases,2020-07-30,2020-07-05,3589686.2,NA
US,Cumulative Cases,2020-07-31,2020-07-05,3628985.8,NA
US,Cumulative Cases,2020-08-01,2020-07-05,3667981.2,NA
