,location,target,target_end_date,forecast_date,point,quantile
182,US,1 wk ahead inc case,2020-06-27,2020-06-27,88437.91324746657,NA
183,US,1 wk ahead inc case,2020-06-28,2020-06-27,92070.05171096952,NA
184,US,1 wk ahead inc case,2020-06-29,2020-06-27,95748.66832830099,NA
185,US,1 wk ahead inc case,2020-06-30,2020-06-27,99463.38389497122,NA
186,US,1 wk ahead inc case,2020-07-01,2020-06-27,103202.77578709353,NA
187,US,1 wk ahead inc case,2020-07-02,2020-06-27,106954.39192429352,NA
188,US,1 wk ahead inc case,2020-07-03,2020-06-27,110704.78038956712,NA
