location,target,target_end_date,forecast_date,point,quantile
US,Daily Cases,2020-07-07,2020-07-06,1434268.8,NA
US,Daily Cases,2020-07-08,2020-07-06,1454740.8,NA
US,Daily Cases,2020-07-09,2020-07-06,1476326.2,NA
US,Daily Cases,2020-07-10,2020-07-06,1498717,NA
US,Daily Cases,2020-07-11,2020-07-06,1522359.6,NA
US,Daily Cases,2020-07-12,2020-07-06,1546874.4,NA
US,Daily Cases,2020-07-13,2020-07-06,1572640.2,NA
US,Daily Cases,2020-07-14,2020-07-06,1599248.5,NA
US,Daily Cases,2020-07-15,2020-07-06,1626843.1,NA
US,Daily Cases,2020-07-16,2020-07-06,1655000.2,NA
US,Daily Cases,2020-07-17,2020-07-06,1683938,NA
US,Daily Cases,2020-07-18,2020-07-06,1713232.9,NA
US,Daily Cases,2020-07-19,2020-07-06,1743157,NA
US,Daily Cases,2020-07-20,2020-07-06,1773378.2,NA
US,Daily Cases,2020-07-21,2020-07-06,1804119.8,NA
US,Daily Cases,2020-07-22,2020-07-06,1834951.2,NA
US,Daily Cases,2020-07-23,2020-07-06,1866050.4,NA
US,Daily Cases,2020-07-24,2020-07-06,1897035,NA
US,Daily Cases,2020-07-25,2020-07-06,1928161,NA
US,Daily Cases,2020-07-26,2020-07-06,1959155.5,NA
US,Daily Cases,2020-07-27,2020-07-06,1990348.9,NA
US,Daily Cases,2020-07-28,2020-07-06,2021216,NA
US,Daily Cases,2020-07-29,2020-07-06,2051933.1,NA
US,Daily Cases,2020-07-30,2020-07-06,2083141.6,NA
US,Daily Cases,2020-07-31,2020-07-06,2114265.2,NA
US,Daily Cases,2020-08-01,2020-07-06,2145874.5,NA
