location,target,target_end_date,forecast_date,point,quantile
US,Daily Cases,2020-07-10,2020-07-09,51822.44,NA
US,Daily Cases,2020-07-11,2020-07-09,51972.04,NA
US,Daily Cases,2020-07-12,2020-07-09,53413.047,NA
US,Daily Cases,2020-07-13,2020-07-09,56102.33,NA
US,Daily Cases,2020-07-14,2020-07-09,59631.004,NA
US,Daily Cases,2020-07-15,2020-07-09,62238.76,NA
US,Daily Cases,2020-07-16,2020-07-09,63857.73,NA
US,Daily Cases,2020-07-17,2020-07-09,64999.715,NA
US,Daily Cases,2020-07-18,2020-07-09,66127.97,NA
US,Daily Cases,2020-07-19,2020-07-09,67424.06,NA
US,Daily Cases,2020-07-20,2020-07-09,68627.875,NA
US,Daily Cases,2020-07-21,2020-07-09,68923.71,NA
US,Daily Cases,2020-07-22,2020-07-09,67753.914,NA
US,Daily Cases,2020-07-23,2020-07-09,65425.523,NA
US,Daily Cases,2020-07-24,2020-07-09,63036.957,NA
US,Daily Cases,2020-07-25,2020-07-09,61442.1,NA
US,Daily Cases,2020-07-26,2020-07-09,61464.504,NA
US,Daily Cases,2020-07-27,2020-07-09,63094.527,NA
US,Daily Cases,2020-07-28,2020-07-09,64361.867,NA
US,Daily Cases,2020-07-29,2020-07-09,68786.41,NA
US,Daily Cases,2020-07-30,2020-07-09,74389.93,NA
US,Daily Cases,2020-07-31,2020-07-09,79437.266,NA
US,Daily Cases,2020-08-01,2020-07-09,81746.336,NA
US,Daily Cases,2020-08-02,2020-07-09,80551.45,NA
