location,target,target_end_date,forecast_date,point,quantile
US,Daily Cases,2020-07-04,2020-07-03,43748.727,NA
US,Daily Cases,2020-07-05,2020-07-03,44359.945,NA
US,Daily Cases,2020-07-06,2020-07-03,45003.254,NA
US,Daily Cases,2020-07-07,2020-07-03,45821.07,NA
US,Daily Cases,2020-07-08,2020-07-03,46208.418,NA
US,Daily Cases,2020-07-09,2020-07-03,46456.207,NA
US,Daily Cases,2020-07-10,2020-07-03,47027.305,NA
US,Daily Cases,2020-07-11,2020-07-03,48214.67,NA
US,Daily Cases,2020-07-12,2020-07-03,50140.523,NA
US,Daily Cases,2020-07-13,2020-07-03,52332.098,NA
US,Daily Cases,2020-07-14,2020-07-03,54297.64,NA
US,Daily Cases,2020-07-15,2020-07-03,55166.95,NA
US,Daily Cases,2020-07-16,2020-07-03,55279.42,NA
US,Daily Cases,2020-07-17,2020-07-03,55173.242,NA
US,Daily Cases,2020-07-18,2020-07-03,55400.06,NA
US,Daily Cases,2020-07-19,2020-07-03,56037.445,NA
US,Daily Cases,2020-07-20,2020-07-03,56739.043,NA
US,Daily Cases,2020-07-21,2020-07-03,56942.188,NA
US,Daily Cases,2020-07-22,2020-07-03,56314.09,NA
US,Daily Cases,2020-07-23,2020-07-03,55052.066,NA
US,Daily Cases,2020-07-24,2020-07-03,53819.316,NA
US,Daily Cases,2020-07-25,2020-07-03,53082.594,NA
US,Daily Cases,2020-07-26,2020-07-03,53446.758,NA
US,Daily Cases,2020-07-27,2020-07-03,54299.035,NA
US,Daily Cases,2020-07-28,2020-07-03,54951.78,NA
US,Daily Cases,2020-07-29,2020-07-03,57401.457,NA
US,Daily Cases,2020-07-30,2020-07-03,60955.59,NA
US,Daily Cases,2020-07-31,2020-07-03,63670.562,NA
US,Daily Cases,2020-08-01,2020-07-03,64484.457,NA
US,Daily Cases,2020-08-02,2020-07-03,63173.926,NA
