location,target,target_end_date,forecast_date,point,quantile
US,Cumulative Cases,2020-07-09,2020-07-08,2922258,NA
US,Cumulative Cases,2020-07-10,2020-07-08,2965092.5,NA
US,Cumulative Cases,2020-07-11,2020-07-08,3009593.8,NA
US,Cumulative Cases,2020-07-12,2020-07-08,3055980.8,NA
US,Cumulative Cases,2020-07-13,2020-07-08,3104384,NA
US,Cumulative Cases,2020-07-14,2020-07-08,3154709.8,NA
US,Cumulative Cases,2020-07-15,2020-07-08,3206784,NA
US,Cumulative Cases,2020-07-16,2020-07-08,3260418.8,NA
US,Cumulative Cases,2020-07-17,2020-07-08,3315392.8,NA
US,Cumulative Cases,2020-07-18,2020-07-08,3371504.2,NA
US,Cumulative Cases,2020-07-19,2020-07-08,3428591.5,NA
US,Cumulative Cases,2020-07-20,2020-07-08,3486444.5,NA
US,Cumulative Cases,2020-07-21,2020-07-08,3544779.5,NA
US,Cumulative Cases,2020-07-22,2020-07-08,3603293.8,NA
US,Cumulative Cases,2020-07-23,2020-07-08,3661734.2,NA
US,Cumulative Cases,2020-07-24,2020-07-08,3719921.8,NA
US,Cumulative Cases,2020-07-25,2020-07-08,3777770.2,NA
US,Cumulative Cases,2020-07-26,2020-07-08,3835250.8,NA
US,Cumulative Cases,2020-07-27,2020-07-08,3892188.2,NA
US,Cumulative Cases,2020-07-28,2020-07-08,3948676.5,NA
US,Cumulative Cases,2020-07-29,2020-07-08,4004663.8,NA
US,Cumulative Cases,2020-07-30,2020-07-08,4059759.8,NA
US,Cumulative Cases,2020-07-31,2020-07-08,4114706.2,NA
US,Cumulative Cases,2020-08-01,2020-07-08,4169502.2,NA
