location,target,target_end_date,forecast_date,point,quantile
US,Cumulative Cases,2020-07-05,2020-07-04,2471894.8,NA
US,Cumulative Cases,2020-07-06,2020-07-04,2500892.2,NA
US,Cumulative Cases,2020-07-07,2020-07-04,2531206.8,NA
US,Cumulative Cases,2020-07-08,2020-07-04,2562872,NA
US,Cumulative Cases,2020-07-09,2020-07-04,2595873.8,NA
US,Cumulative Cases,2020-07-10,2020-07-04,2630145.8,NA
US,Cumulative Cases,2020-07-11,2020-07-04,2665589,NA
US,Cumulative Cases,2020-07-12,2020-07-04,2702088.5,NA
US,Cumulative Cases,2020-07-13,2020-07-04,2739532.2,NA
US,Cumulative Cases,2020-07-14,2020-07-04,2777694.5,NA
US,Cumulative Cases,2020-07-15,2020-07-04,2816368.2,NA
US,Cumulative Cases,2020-07-16,2020-07-04,2855409.5,NA
US,Cumulative Cases,2020-07-17,2020-07-04,2894697,NA
US,Cumulative Cases,2020-07-18,2020-07-04,2934153.5,NA
US,Cumulative Cases,2020-07-19,2020-07-04,2973753.2,NA
US,Cumulative Cases,2020-07-20,2020-07-04,3013438.2,NA
US,Cumulative Cases,2020-07-21,2020-07-04,3053086,NA
US,Cumulative Cases,2020-07-22,2020-07-04,3092547,NA
US,Cumulative Cases,2020-07-23,2020-07-04,3131701,NA
US,Cumulative Cases,2020-07-24,2020-07-04,3170473.5,NA
US,Cumulative Cases,2020-07-25,2020-07-04,3208855,NA
US,Cumulative Cases,2020-07-26,2020-07-04,3246584,NA
US,Cumulative Cases,2020-07-27,2020-07-04,3284011,NA
US,Cumulative Cases,2020-07-28,2020-07-04,3321087.5,NA
US,Cumulative Cases,2020-07-29,2020-07-04,3357923,NA
US,Cumulative Cases,2020-07-30,2020-07-04,3394556,NA
US,Cumulative Cases,2020-07-31,2020-07-04,3430979,NA
US,Cumulative Cases,2020-08-01,2020-07-04,3467190.8,NA
