location,target,target_end_date,forecast_date,point,quantile
US,Daily Cases,2020-07-22,2020-07-21,1950860.9,NA
US,Daily Cases,2020-07-23,2020-07-21,1987244.9,NA
US,Daily Cases,2020-07-24,2020-07-21,2024618.6,NA
US,Daily Cases,2020-07-25,2020-07-21,2063140.9,NA
US,Daily Cases,2020-07-26,2020-07-21,2102727.8,NA
US,Daily Cases,2020-07-27,2020-07-21,2143394.2,NA
US,Daily Cases,2020-07-28,2020-07-21,2184804,NA
US,Daily Cases,2020-07-29,2020-07-21,2227181.5,NA
US,Daily Cases,2020-07-30,2020-07-21,2270139.5,NA
US,Daily Cases,2020-07-31,2020-07-21,2313959,NA
US,Daily Cases,2020-08-01,2020-07-21,2358127.5,NA
