location,target,target_end_date,forecast_date,point,quantile
US,Daily Cases,2020-07-03,2020-07-02,1486332.8,NA
US,Daily Cases,2020-07-04,2020-07-02,1503243.9,NA
US,Daily Cases,2020-07-05,2020-07-02,1521250.6,NA
US,Daily Cases,2020-07-06,2020-07-02,1540017.5,NA
US,Daily Cases,2020-07-07,2020-07-02,1560132.2,NA
US,Daily Cases,2020-07-08,2020-07-02,1581001.9,NA
US,Daily Cases,2020-07-09,2020-07-02,1603062.8,NA
US,Daily Cases,2020-07-10,2020-07-02,1625726.6,NA
US,Daily Cases,2020-07-11,2020-07-02,1649413.2,NA
US,Daily Cases,2020-07-12,2020-07-02,1673543.5,NA
US,Daily Cases,2020-07-13,2020-07-02,1698577.1,NA
US,Daily Cases,2020-07-14,2020-07-02,1724034.1,NA
US,Daily Cases,2020-07-15,2020-07-02,1750161.8,NA
US,Daily Cases,2020-07-16,2020-07-02,1776505.5,NA
US,Daily Cases,2020-07-17,2020-07-02,1803423,NA
US,Daily Cases,2020-07-18,2020-07-02,1830438.4,NA
US,Daily Cases,2020-07-19,2020-07-02,1857950.2,NA
US,Daily Cases,2020-07-20,2020-07-02,1885604.5,NA
US,Daily Cases,2020-07-21,2020-07-02,1913743.8,NA
US,Daily Cases,2020-07-22,2020-07-02,1941892.5,NA
US,Daily Cases,2020-07-23,2020-07-02,1970314.4,NA
US,Daily Cases,2020-07-24,2020-07-02,1998324.2,NA
US,Daily Cases,2020-07-25,2020-07-02,2026282.6,NA
US,Daily Cases,2020-07-26,2020-07-02,2054573.6,NA
US,Daily Cases,2020-07-27,2020-07-02,2082666.4,NA
US,Daily Cases,2020-07-28,2020-07-02,2111044.8,NA
US,Daily Cases,2020-07-29,2020-07-02,2139054.2,NA
US,Daily Cases,2020-07-30,2020-07-02,2167508.5,NA
US,Daily Cases,2020-07-31,2020-07-02,2195629.8,NA
US,Daily Cases,2020-08-01,2020-07-02,2224173.8,NA
