location,target,target_end_date,forecast_date,point,quantile
US,Daily Cases,2020-07-08,2020-07-07,50628.16,NA
US,Daily Cases,2020-07-09,2020-07-07,51312.68,NA
US,Daily Cases,2020-07-10,2020-07-07,52106.65,NA
US,Daily Cases,2020-07-11,2020-07-07,53390.62,NA
US,Daily Cases,2020-07-12,2020-07-07,55442.305,NA
US,Daily Cases,2020-07-13,2020-07-07,57829.58,NA
US,Daily Cases,2020-07-14,2020-07-07,59995.684,NA
US,Daily Cases,2020-07-15,2020-07-07,60830.5,NA
US,Daily Cases,2020-07-16,2020-07-07,60760.812,NA
US,Daily Cases,2020-07-17,2020-07-07,60551.945,NA
US,Daily Cases,2020-07-18,2020-07-07,60974.434,NA
US,Daily Cases,2020-07-19,2020-07-07,62211.504,NA
US,Daily Cases,2020-07-20,2020-07-07,63717.004,NA
US,Daily Cases,2020-07-21,2020-07-07,64500.113,NA
US,Daily Cases,2020-07-22,2020-07-07,63923.926,NA
US,Daily Cases,2020-07-23,2020-07-07,62233.965,NA
US,Daily Cases,2020-07-24,2020-07-07,60453.527,NA
US,Daily Cases,2020-07-25,2020-07-07,59339.66,NA
US,Daily Cases,2020-07-26,2020-07-07,59596.51,NA
US,Daily Cases,2020-07-27,2020-07-07,61053.11,NA
US,Daily Cases,2020-07-28,2020-07-07,61949.293,NA
US,Daily Cases,2020-07-29,2020-07-07,65406.953,NA
US,Daily Cases,2020-07-30,2020-07-07,70796.53,NA
US,Daily Cases,2020-07-31,2020-07-07,75311.56,NA
US,Daily Cases,2020-08-01,2020-07-07,77035.36,NA
US,Daily Cases,2020-08-02,2020-07-07,75279.83,NA
