location,target,target_end_date,forecast_date,point,quantile
US,Daily Cases,2020-06-30,2020-06-29,34475.926,NA
US,Daily Cases,2020-07-01,2020-06-29,35635.637,NA
US,Daily Cases,2020-07-02,2020-06-29,36663.36,NA
US,Daily Cases,2020-07-03,2020-06-29,37588.668,NA
US,Daily Cases,2020-07-04,2020-06-29,38487.133,NA
US,Daily Cases,2020-07-05,2020-06-29,39330.99,NA
US,Daily Cases,2020-07-06,2020-06-29,39922.99,NA
US,Daily Cases,2020-07-07,2020-06-29,40256.19,NA
US,Daily Cases,2020-07-08,2020-06-29,40217.844,NA
US,Daily Cases,2020-07-09,2020-06-29,40066.86,NA
US,Daily Cases,2020-07-10,2020-06-29,40020.934,NA
US,Daily Cases,2020-07-11,2020-06-29,40248.547,NA
US,Daily Cases,2020-07-12,2020-06-29,40837.12,NA
US,Daily Cases,2020-07-13,2020-06-29,41586.906,NA
US,Daily Cases,2020-07-14,2020-06-29,42296.586,NA
US,Daily Cases,2020-07-15,2020-06-29,42741.23,NA
US,Daily Cases,2020-07-16,2020-06-29,43013.207,NA
US,Daily Cases,2020-07-17,2020-06-29,43234.543,NA
US,Daily Cases,2020-07-18,2020-06-29,43596.363,NA
US,Daily Cases,2020-07-19,2020-06-29,44058.477,NA
US,Daily Cases,2020-07-20,2020-06-29,44430.062,NA
US,Daily Cases,2020-07-21,2020-06-29,44533.47,NA
US,Daily Cases,2020-07-22,2020-06-29,44286.67,NA
US,Daily Cases,2020-07-23,2020-06-29,43801.887,NA
US,Daily Cases,2020-07-24,2020-06-29,43339.363,NA
US,Daily Cases,2020-07-25,2020-06-29,43044.246,NA
US,Daily Cases,2020-07-26,2020-06-29,43074.31,NA
US,Daily Cases,2020-07-27,2020-06-29,43250.145,NA
US,Daily Cases,2020-07-28,2020-06-29,43276.105,NA
US,Daily Cases,2020-07-29,2020-06-29,44087.625,NA
US,Daily Cases,2020-07-30,2020-06-29,45248.246,NA
US,Daily Cases,2020-07-31,2020-06-29,46170.074,NA
US,Daily Cases,2020-08-01,2020-06-29,46549.535,NA
US,Daily Cases,2020-08-02,2020-06-29,46266.668,NA
