location,target,target_end_date,forecast_date,point,quantile
US,Daily Cases,2020-07-06,2020-07-05,1506277.5,NA
US,Daily Cases,2020-07-07,2020-07-05,1526477.5,NA
US,Daily Cases,2020-07-08,2020-07-05,1547463.1,NA
US,Daily Cases,2020-07-09,2020-07-05,1569703.5,NA
US,Daily Cases,2020-07-10,2020-07-05,1592778.1,NA
US,Daily Cases,2020-07-11,2020-07-05,1617086.1,NA
US,Daily Cases,2020-07-12,2020-07-05,1642156.8,NA
US,Daily Cases,2020-07-13,2020-07-05,1668365.6,NA
US,Daily Cases,2020-07-14,2020-07-05,1695268,NA
US,Daily Cases,2020-07-15,2020-07-05,1723026.8,NA
US,Daily Cases,2020-07-16,2020-07-05,1751205.8,NA
US,Daily Cases,2020-07-17,2020-07-05,1780060.1,NA
US,Daily Cases,2020-07-18,2020-07-05,1809153.9,NA
US,Daily Cases,2020-07-19,2020-07-05,1838798.5,NA
US,Daily Cases,2020-07-20,2020-07-05,1868665.2,NA
US,Daily Cases,2020-07-21,2020-07-05,1899017,NA
US,Daily Cases,2020-07-22,2020-07-05,1929423,NA
US,Daily Cases,2020-07-23,2020-07-05,1960085.4,NA
US,Daily Cases,2020-07-24,2020-07-05,1990611.6,NA
US,Daily Cases,2020-07-25,2020-07-05,2021273.1,NA
US,Daily Cases,2020-07-26,2020-07-05,2051782.6,NA
US,Daily Cases,2020-07-27,2020-07-05,2082022.2,NA
US,Daily Cases,2020-07-28,2020-07-05,2112529.5,NA
US,Daily Cases,2020-07-29,2020-07-05,2142798.2,NA
US,Daily Cases,2020-07-30,2020-07-05,2173513.2,NA
US,Daily Cases,2020-07-31,2020-07-05,2204053.5,NA
US,Daily Cases,2020-08-01,2020-07-05,2235037.8,NA
