location,target,target_end_date,forecast_date,point,quantile
US,Daily Cases,2020-07-19,2020-07-18,1767611.8,NA
US,Daily Cases,2020-07-20,2020-07-18,1799542.6,NA
US,Daily Cases,2020-07-21,2020-07-18,1832609.2,NA
US,Daily Cases,2020-07-22,2020-07-18,1866843,NA
US,Daily Cases,2020-07-23,2020-07-18,1902305.9,NA
US,Daily Cases,2020-07-24,2020-07-18,1938887.4,NA
US,Daily Cases,2020-07-25,2020-07-18,1976519.8,NA
US,Daily Cases,2020-07-26,2020-07-18,2015004.4,NA
US,Daily Cases,2020-07-27,2020-07-18,2054185.2,NA
US,Daily Cases,2020-07-28,2020-07-18,2093735.9,NA
US,Daily Cases,2020-07-29,2020-07-18,2133769,NA
US,Daily Cases,2020-07-30,2020-07-18,2174048.8,NA
US,Daily Cases,2020-07-31,2020-07-18,2214764.8,NA
US,Daily Cases,2020-08-01,2020-07-18,2255622,NA
