location,target,target_end_date,forecast_date,point,quantile
US,Cumulative Cases,2020-07-16,2020-07-15,3300809.5,NA
US,Cumulative Cases,2020-07-17,2020-07-15,3365958.5,NA
US,Cumulative Cases,2020-07-18,2020-07-15,3433759,NA
US,Cumulative Cases,2020-07-19,2020-07-15,3504555,NA
US,Cumulative Cases,2020-07-20,2020-07-15,3578467.5,NA
US,Cumulative Cases,2020-07-21,2020-07-15,3655329,NA
US,Cumulative Cases,2020-07-22,2020-07-15,3734764.5,NA
US,Cumulative Cases,2020-07-23,2020-07-15,3816344.5,NA
US,Cumulative Cases,2020-07-24,2020-07-15,3899657,NA
US,Cumulative Cases,2020-07-25,2020-07-15,3984382.8,NA
US,Cumulative Cases,2020-07-26,2020-07-15,4070287.8,NA
US,Cumulative Cases,2020-07-27,2020-07-15,4156887.8,NA
US,Cumulative Cases,2020-07-28,2020-07-15,4244141,NA
US,Cumulative Cases,2020-07-29,2020-07-15,4331740.5,NA
US,Cumulative Cases,2020-07-30,2020-07-15,4419698.5,NA
US,Cumulative Cases,2020-07-31,2020-07-15,4507864,NA
US,Cumulative Cases,2020-08-01,2020-07-15,4596004.5,NA
