location,target,target_end_date,forecast_date,point,quantile
US,Cumulative Cases,2020-07-13,2020-07-12,3084584,NA
US,Cumulative Cases,2020-07-14,2020-07-12,3134166.8,NA
US,Cumulative Cases,2020-07-15,2020-07-12,3185445,NA
US,Cumulative Cases,2020-07-16,2020-07-12,3238621,NA
US,Cumulative Cases,2020-07-17,2020-07-12,3293796,NA
US,Cumulative Cases,2020-07-18,2020-07-12,3350957.2,NA
US,Cumulative Cases,2020-07-19,2020-07-12,3409957,NA
US,Cumulative Cases,2020-07-20,2020-07-12,3470489.5,NA
US,Cumulative Cases,2020-07-21,2020-07-12,3532130,NA
US,Cumulative Cases,2020-07-22,2020-07-12,3594410.2,NA
US,Cumulative Cases,2020-07-23,2020-07-12,3656905,NA
US,Cumulative Cases,2020-07-24,2020-07-12,3719264.8,NA
US,Cumulative Cases,2020-07-25,2020-07-12,3781242.8,NA
US,Cumulative Cases,2020-07-26,2020-07-12,3842664.5,NA
US,Cumulative Cases,2020-07-27,2020-07-12,3903319.5,NA
US,Cumulative Cases,2020-07-28,2020-07-12,3963256.5,NA
US,Cumulative Cases,2020-07-29,2020-07-12,4022546.8,NA
US,Cumulative Cases,2020-07-30,2020-07-12,4081344,NA
US,Cumulative Cases,2020-07-31,2020-07-12,4139710.8,NA
US,Cumulative Cases,2020-08-01,2020-07-12,4197621.5,NA
