location,target,target_end_date,forecast_date,point,quantile
US,Daily Cases,2020-07-12,2020-07-11,53294.316,NA
US,Daily Cases,2020-07-13,2020-07-11,54826.445,NA
US,Daily Cases,2020-07-14,2020-07-11,57030.414,NA
US,Daily Cases,2020-07-15,2020-07-11,59001.535,NA
US,Daily Cases,2020-07-16,2020-07-11,60772.836,NA
US,Daily Cases,2020-07-17,2020-07-11,62593.152,NA
US,Daily Cases,2020-07-18,2020-07-11,64726.945,NA
US,Daily Cases,2020-07-19,2020-07-11,67032.555,NA
US,Daily Cases,2020-07-20,2020-07-11,69043.375,NA
US,Daily Cases,2020-07-21,2020-07-11,70072.51,NA
US,Daily Cases,2020-07-22,2020-07-11,69680.49,NA
US,Daily Cases,2020-07-23,2020-07-11,68058.26,NA
US,Daily Cases,2020-07-24,2020-07-11,66038.67,NA
US,Daily Cases,2020-07-25,2020-07-11,64299.69,NA
US,Daily Cases,2020-07-26,2020-07-11,63600.043,NA
US,Daily Cases,2020-07-27,2020-07-11,64003.57,NA
US,Daily Cases,2020-07-28,2020-07-11,64126.883,NA
US,Daily Cases,2020-07-29,2020-07-11,67138.28,NA
US,Daily Cases,2020-07-30,2020-07-11,71243.32,NA
US,Daily Cases,2020-07-31,2020-07-11,75298.19,NA
US,Daily Cases,2020-08-01,2020-07-11,77667.695,NA
US,Daily Cases,2020-08-02,2020-07-11,77614.35,NA
