location,target,target_end_date,forecast_date,point,quantile
US,1 wk ahead inc case,2020-06-19,2020-06-19,26814.127,NA
US,1 wk ahead inc case,2020-06-20,2020-06-19,26810.795,NA
US,1 wk ahead inc case,2020-06-21,2020-06-19,19153.235,NA
US,1 wk ahead inc case,2020-06-22,2020-06-19,25812.568,NA
US,1 wk ahead inc case,2020-06-23,2020-06-19,26350.314,NA
US,1 wk ahead inc case,2020-06-24,2020-06-19,26767.76,NA
US,1 wk ahead inc case,2020-06-25,2020-06-19,26789.016,NA
US,2 wk ahead inc case,2020-06-19,2020-06-19,26814.127,NA
US,2 wk ahead inc case,2020-06-20,2020-06-19,26810.795,NA
US,2 wk ahead inc case,2020-06-21,2020-06-19,19153.235,NA
US,2 wk ahead inc case,2020-06-22,2020-06-19,25812.568,NA
US,2 wk ahead inc case,2020-06-23,2020-06-19,26350.314,NA
US,2 wk ahead inc case,2020-06-24,2020-06-19,26767.76,NA
US,2 wk ahead inc case,2020-06-25,2020-06-19,26789.016,NA
US,2 wk ahead inc case,2020-06-26,2020-06-19,26814.127,NA
US,2 wk ahead inc case,2020-06-27,2020-06-19,26814.127,NA
US,2 wk ahead inc case,2020-06-28,2020-06-19,20173.163,NA
US,2 wk ahead inc case,2020-06-29,2020-06-19,26342.479,NA
US,2 wk ahead inc case,2020-06-30,2020-06-19,26767.76,NA
US,2 wk ahead inc case,2020-07-01,2020-06-19,26808.745,NA
US,2 wk ahead inc case,2020-07-02,2020-06-19,26808.251,NA
