location,target,target_end_date,forecast_date,point,quantile
US,1 wk ahead inc case,2020-06-08,2020-06-08,21500.037,NA
US,1 wk ahead inc case,2020-06-09,2020-06-08,21654.458,NA
US,1 wk ahead inc case,2020-06-10,2020-06-08,22497.311,NA
US,1 wk ahead inc case,2020-06-11,2020-06-08,23151.46,NA
US,1 wk ahead inc case,2020-06-12,2020-06-08,23415.153,NA
US,1 wk ahead inc case,2020-06-13,2020-06-08,23415.153,NA
US,1 wk ahead inc case,2020-06-14,2020-06-08,21398.952,NA
US,2 wk ahead inc case,2020-06-08,2020-06-08,21500.037,NA
US,2 wk ahead inc case,2020-06-09,2020-06-08,21654.458,NA
US,2 wk ahead inc case,2020-06-10,2020-06-08,22497.311,NA
US,2 wk ahead inc case,2020-06-11,2020-06-08,23151.46,NA
US,2 wk ahead inc case,2020-06-12,2020-06-08,23415.153,NA
US,2 wk ahead inc case,2020-06-13,2020-06-08,23415.153,NA
US,2 wk ahead inc case,2020-06-14,2020-06-08,21398.952,NA
US,2 wk ahead inc case,2020-06-15,2020-06-08,22669.691,NA
US,2 wk ahead inc case,2020-06-16,2020-06-08,23276.092,NA
US,2 wk ahead inc case,2020-06-17,2020-06-08,23339.827,NA
US,2 wk ahead inc case,2020-06-18,2020-06-08,23579.46,NA
US,2 wk ahead inc case,2020-06-19,2020-06-08,23415.153,NA
US,2 wk ahead inc case,2020-06-20,2020-06-08,23415.153,NA
US,2 wk ahead inc case,2020-06-21,2020-06-08,19392.882,NA
