location,target,target_end_date,forecast_date,point,quantile
US,1 wk ahead inc case,2020-06-22,2020-06-22,27863.171,NA
US,1 wk ahead inc case,2020-06-23,2020-06-22,28396.273,NA
US,1 wk ahead inc case,2020-06-24,2020-06-22,28739.255,NA
US,1 wk ahead inc case,2020-06-25,2020-06-22,28920.628,NA
US,1 wk ahead inc case,2020-06-26,2020-06-22,31423.023,NA
US,1 wk ahead inc case,2020-06-27,2020-06-22,31264.947,NA
US,1 wk ahead inc case,2020-06-28,2020-06-22,25585.641,NA
US,2 wk ahead inc case,2020-06-22,2020-06-22,27863.171,NA
US,2 wk ahead inc case,2020-06-23,2020-06-22,28396.273,NA
US,2 wk ahead inc case,2020-06-24,2020-06-22,28739.255,NA
US,2 wk ahead inc case,2020-06-25,2020-06-22,28920.628,NA
US,2 wk ahead inc case,2020-06-26,2020-06-22,31423.023,NA
US,2 wk ahead inc case,2020-06-27,2020-06-22,31264.947,NA
US,2 wk ahead inc case,2020-06-28,2020-06-22,25585.641,NA
US,2 wk ahead inc case,2020-06-29,2020-06-22,28384.604,NA
US,2 wk ahead inc case,2020-06-30,2020-06-22,28739.255,NA
US,2 wk ahead inc case,2020-07-01,2020-06-22,28868.912,NA
US,2 wk ahead inc case,2020-07-02,2020-06-22,30651.664,NA
US,2 wk ahead inc case,2020-07-03,2020-06-22,31402.026,NA
US,2 wk ahead inc case,2020-07-04,2020-06-22,26728.357,NA
US,2 wk ahead inc case,2020-07-05,2020-06-22,25357.565,NA
