state,model,MSE,MAE,MAPE
Washington,CovidAnalytics-DELPHI,1134895.4215686275,504.2039215686275,35.303428253741735
Wisconsin,CovidAnalytics-DELPHI,836521.4431372549,450.25686274509803,54.78449135313855
West Virginia,CovidAnalytics-DELPHI,72059.51764705882,111.72941176470589,110.97544065332544
Wyoming,CovidAnalytics-DELPHI,3558.4039215686275,27.594117647058823,118.62355183903627
Alaska,CovidActNow-SEIR_CAN,11053.066111634142,44.33655134321574,248.17562939628363
Alabama,CovidActNow-SEIR_CAN,4096273.1559318635,678.6809770338537,54.72209223343626
Arkansas,CovidActNow-SEIR_CAN,2050712.7293490975,504.8543630051423,144.32183608880177
Arizona,CovidActNow-SEIR_CAN,97057425.43917271,3505.4640502170014,132.34125884792627
California,CovidActNow-SEIR_CAN,381560428.60962087,6907.906062144739,91.01777338795331
Colorado,CovidActNow-SEIR_CAN,131316.63326173087,149.70046530642475,8.673112317226085
Connecticut,CovidActNow-SEIR_CAN,23556.84885704451,84.47490752285343,1.956702087531292
Delaware,CovidActNow-SEIR_CAN,59242.34495369331,93.84094642325618,17.853809609034137
Florida,CovidActNow-SEIR_CAN,2494064387.606557,16190.744357772366,318.0391168732997
Georgia,CovidActNow-SEIR_CAN,158747638.08954766,3904.613608097378,119.67637495175553
Hawaii,CovidActNow-SEIR_CAN,2437.6201776380285,20.42755477466686,91.10751723939438
Iowa,CovidActNow-SEIR_CAN,476790.34316572995,254.70225331287511,33.229940055485876
Idaho,CovidActNow-SEIR_CAN,281711.6194385657,173.93648211598645,146.43749842320207
Illinois,CovidActNow-SEIR_CAN,1116932.435362192,549.7159056812326,7.666828441972154
Indiana,CovidActNow-SEIR_CAN,274044.4308234428,245.4925784189365,8.964154226977431
Kansas,CovidActNow-SEIR_CAN,465676.2168225557,223.517670919961,72.37207504061747
Kentucky,CovidActNow-SEIR_CAN,65051.98616772041,151.53472888306456,24.833410481071652
Louisiana,CovidActNow-SEIR_CAN,5365761.111167131,757.3297959183641,21.49128431524441
Massachusetts,CovidActNow-SEIR_CAN,60912.457960718144,165.44353356040918,2.0478982080890935
Maryland,CovidActNow-SEIR_CAN,226775.9914509003,270.0135618143664,8.407806760810752
Maine,CovidActNow-SEIR_CAN,4317.2748325517905,26.6333797465663,23.59856707223146
Michigan,CovidActNow-SEIR_CAN,425883.90230499004,321.82037876695443,5.130381198112672
Minnesota,CovidActNow-SEIR_CAN,240346.34617256178,252.25191553308153,16.709906415162084
Missouri,CovidActNow-SEIR_CAN,3667541.250420775,779.9437263968007,69.1388883372589
Mississippi,CovidActNow-SEIR_CAN,1377649.5944029612,418.1799333531693,32.756072563041336
Montana,CovidActNow-SEIR_CAN,26347.636007037447,56.25525668874182,161.61311241440285
North Carolina,CovidActNow-SEIR_CAN,12493901.875801815,1298.6864500491808,79.75781872202029
North Dakota,CovidActNow-SEIR_CAN,3461.320791084692,31.51978067402889,36.96663582755485
Nebraska,CovidActNow-SEIR_CAN,44365.83578310708,87.15497896043279,30.56940793515913
New Hampshire,CovidActNow-SEIR_CAN,1117.2892072488603,26.20114551568457,7.174563090712618
New Jersey,CovidActNow-SEIR_CAN,1201725.0272411087,698.3586795258997,4.605570826653689
New Mexico,CovidActNow-SEIR_CAN,170554.8081062754,194.80147692417657,36.593018076105906
Nevada,CovidActNow-SEIR_CAN,3515159.2177010085,930.0188297526232,156.00783426906432
New York,CovidActNow-SEIR_CAN,1101821.7328473215,635.5782877148988,1.9717013800781948
Ohio,CovidActNow-SEIR_CAN,2243706.4142059977,526.3464475358676,17.013625569558602
Oklahoma,CovidActNow-SEIR_CAN,3170764.3716363977,653.9788808690299,142.21946487275193
Oregon,CovidActNow-SEIR_CAN,458581.8400908763,282.2139755203376,112.98047983553084
Pennsylvania,CovidActNow-SEIR_CAN,985153.353033568,432.79210667827465,6.315433281339745
Rhode Island,CovidActNow-SEIR_CAN,6730.902117606554,54.28575517151266,5.781056409003598
South Carolina,CovidActNow-SEIR_CAN,31659500.056020685,2017.402197911533,173.27631030819362
South Dakota,CovidActNow-SEIR_CAN,7856.894318306968,36.54851500387744,34.0697309348999
Tennessee,CovidActNow-SEIR_CAN,8385537.440596184,924.2665590139858,110.6489056534777
Texas,CovidActNow-SEIR_CAN,1681655746.4394033,13316.375013000514,321.9061822329439
Utah,CovidActNow-SEIR_CAN,1839086.7228771017,508.6682945910385,222.2120735990078
Virginia,CovidActNow-SEIR_CAN,610956.3711292768,387.9239113035379,20.59619907117636
Vermont,CovidActNow-SEIR_CAN,181.4058915468191,8.250662956713787,14.748821193717589
Washington,CovidActNow-SEIR_CAN,913732.0390878954,337.88074549032194,23.572731601964062
Wisconsin,CovidActNow-SEIR_CAN,755465.2683273945,331.5321016789296,39.94618414924418
West Virginia,CovidActNow-SEIR_CAN,195745.7305413083,142.63280654638763,142.458516574672
Wyoming,CovidActNow-SEIR_CAN,8853.870226099823,29.41967971926099,125.64555886546972
US,Columbia_UNC-SurvCon,75805064897.7619,180472.61904761902,125.9180545301414
US,JHU_IDD-CovidSP,8017511359.787651,39120.646406249994,28.737588517126124
Alaska,JHU_IDD-CovidSP,8041.099101680756,37.25897342995169,206.08534346709695
Alabama,JHU_IDD-CovidSP,3683825.948505792,805.8757035024156,64.1670330559259
Arkansas,JHU_IDD-CovidSP,1287994.082758241,428.25685990338167,119.79259324399219
Arizona,JHU_IDD-CovidSP,8989046.246401006,1335.9215489130436,55.623061549290014
California,JHU_IDD-CovidSP,228689789.00983432,6506.740096618358,86.44099413379577
Colorado,JHU_IDD-CovidSP,496880.04876654496,351.9109873188406,20.588394620059663
Connecticut,JHU_IDD-CovidSP,501947.5153737495,355.35936896135263,8.227630305140908
Delaware,JHU_IDD-CovidSP,249105.26298221698,211.75329408212556,40.23698870086809
Florida,JHU_IDD-CovidSP,24621855.621164847,2182.235326086957,44.87073821874866
Georgia,JHU_IDD-CovidSP,5846309.080849539,1051.140467995169,32.91912292051623
Guam,JHU_IDD-CovidSP,13.380157829646778,1.9717978395061726,39.43595679012346
Hawaii,JHU_IDD-CovidSP,8066.965785156668,30.127826086956524,121.09159585864897
Iowa,JHU_IDD-CovidSP,791657.6227471977,436.72721316425117,57.845718452824215
Idaho,JHU_IDD-CovidSP,160316.23554525964,153.82347222222222,119.26685336048878
Illinois,JHU_IDD-CovidSP,16902154.9803817,1973.009320652174,27.604094655128016
Indiana,JHU_IDD-CovidSP,2990940.53629574,808.9711684782609,29.303440715373075
Kansas,JHU_IDD-CovidSP,454122.7922932836,301.7935446859903,98.22492673201033
Kentucky,JHU_IDD-CovidSP,950015.1171774181,427.7943689613527,65.61801698114405
Louisiana,JHU_IDD-CovidSP,6783516.313032167,1043.653961352657,29.113140515198566
Massachusetts,JHU_IDD-CovidSP,1545954.3036489415,628.8100181159421,7.805510626533184
Maryland,JHU_IDD-CovidSP,2244137.0098936944,725.0944957729469,22.20280153554687
Maine,JHU_IDD-CovidSP,18888.817342927236,59.89697161835749,52.39152291437901
Michigan,JHU_IDD-CovidSP,7075588.396070639,1128.154429347826,17.8084546042772
Minnesota,JHU_IDD-CovidSP,2626178.501023011,728.9601570048309,47.34907587450629
Missouri,JHU_IDD-CovidSP,987152.737234203,445.9369535024155,39.639700246672156
Mississippi,JHU_IDD-CovidSP,984376.796428759,439.7847946859903,34.09268977829674
Montana,JHU_IDD-CovidSP,12710.84814681545,49.14522644927536,139.87445273805227
North Carolina,JHU_IDD-CovidSP,12719528.646624718,1541.1045803140096,93.34756798734543
North Dakota,JHU_IDD-CovidSP,18453.64660410376,65.78629528985508,72.84264567986477
Nebraska,JHU_IDD-CovidSP,325291.6607386809,276.38332125603864,97.11769136785732
New Hampshire,JHU_IDD-CovidSP,55313.4711482597,112.45514190821258,30.403867392926045
New Jersey,JHU_IDD-CovidSP,6503428.583664748,1217.5793568840581,8.094918940705726
New Mexico,JHU_IDD-CovidSP,450722.2099556612,275.09861111111115,47.94038653590966
Nevada,JHU_IDD-CovidSP,1223027.4279209364,449.1200875603865,67.18755208464094
New York,JHU_IDD-CovidSP,21220199.00059891,2156.8659752415465,6.694052627074332
Ohio,JHU_IDD-CovidSP,13294534.148237757,1631.9844806763283,53.03130058911538
Oklahoma,JHU_IDD-CovidSP,843358.7166813978,346.230809178744,74.29270190370814
Oregon,JHU_IDD-CovidSP,1001658.7003590275,406.38198671497577,154.90473306787268
Pennsylvania,JHU_IDD-CovidSP,6404046.020187001,1267.2138405797102,18.647602792620876
Puerto Rico,JHU_IDD-CovidSP,12569.771639924127,48.67034722222222,26.298047210775994
Rhode Island,JHU_IDD-CovidSP,28613.01555947733,101.1801509661836,11.519448772806198
South Carolina,JHU_IDD-CovidSP,5454394.425546313,901.133125,71.99354636690276
South Dakota,JHU_IDD-CovidSP,33024.130579305056,92.19655495169083,89.28571541138926
Tennessee,JHU_IDD-CovidSP,4090870.839066396,805.0223641304349,94.95635106866948
Texas,JHU_IDD-CovidSP,93300887.52014227,3911.6609329710145,96.56669380815654
Utah,JHU_IDD-CovidSP,739279.8861555933,364.2705163043479,152.7976168804992
Virginia,JHU_IDD-CovidSP,4800837.6126682535,948.4246014492753,48.29604404383463
Virgin Islands,JHU_IDD-CovidSP,17.481332495284633,1.6620216049382714,26.894694297472075
Vermont,JHU_IDD-CovidSP,1544.96205929113,18.526702898550724,33.16109022709264
Washington,JHU_IDD-CovidSP,1694948.636071546,553.5895833333332,38.57753708198534
Wisconsin,JHU_IDD-CovidSP,2207129.459365969,656.5332971014493,77.5789298458964
West Virginia,JHU_IDD-CovidSP,54882.88106954426,115.99735205314009,118.38523111888989
Wyoming,JHU_IDD-CovidSP,7027.981467516271,35.54871074879227,153.28691037697286
US,UCLA-SuEIR,19605105660.283333,56213.366009542384,39.260501626308624
Alaska,UCLA-SuEIR,14431.3052690934,44.81097993878042,234.48089329159237
Alabama,UCLA-SuEIR,13544853.930223987,1463.0667926174651,107.26824597034916
Arkansas,UCLA-SuEIR,2124850.5631831624,576.9322659009072,154.26522511118264
Arizona,UCLA-SuEIR,48064167.42577459,2891.6602820441394,101.98890590020567
California,UCLA-SuEIR,427267759.5537371,8202.328990508418,102.46653714817934
Colorado,UCLA-SuEIR,565752.3334630118,336.00473413264467,19.113655524401377
Connecticut,UCLA-SuEIR,68205.61979700586,179.59587125615434,4.146419063535573
Delaware,UCLA-SuEIR,76663.13359757545,127.52264571027816,23.30330819140507
Florida,UCLA-SuEIR,633923357.2191477,9669.450719637298,182.11853587729374
Georgia,UCLA-SuEIR,55642603.55687455,2901.305786322982,86.72905838310427
Guam,UCLA-SuEIR,249.88178941654448,6.790566981216552,135.81133962433103
Hawaii,UCLA-SuEIR,2184.385636526443,19.202581662933103,79.54300667511258
Iowa,UCLA-SuEIR,1695322.4626829773,532.5560903551499,66.6409401517247
Idaho,UCLA-SuEIR,1498334.5337689486,463.55948382127707,345.23209306673067
Illinois,UCLA-SuEIR,5793229.389289311,1139.6987183025915,15.44853865286037
Indiana,UCLA-SuEIR,1873404.6479895178,553.780227326543,19.518598712018516
Kansas,UCLA-SuEIR,861115.1722622832,371.3963438236941,117.39450653345781
Kentucky,UCLA-SuEIR,811175.2070856992,334.4467095521967,49.530334063973605
Louisiana,UCLA-SuEIR,25309245.235507548,1964.1212146580021,54.11189786756366
Massachusetts,UCLA-SuEIR,359405.8819126435,361.05418990667323,4.418982974503227
Maryland,UCLA-SuEIR,1739708.3992024574,578.1693583059753,17.280345784173093
Maine,UCLA-SuEIR,3988.1187371817305,25.10427833381762,21.61463587339099
Michigan,UCLA-SuEIR,2195610.8611550885,612.0962680731935,9.632096352220548
Minnesota,UCLA-SuEIR,1336818.3214946198,502.6431514787169,32.067726279140196
Missouri,UCLA-SuEIR,1911596.7668702921,587.3562802919533,50.846583607373795
Mississippi,UCLA-SuEIR,3621946.1747111003,817.570850740203,59.15390538998903
Montana,UCLA-SuEIR,29639.86921737903,65.03588157742234,157.14368665189446
North Carolina,UCLA-SuEIR,17376634.73435135,1636.8219794593592,95.05674267918324
North Dakota,UCLA-SuEIR,26711.221709040237,57.11180222478223,60.020371185041896
Nebraska,UCLA-SuEIR,118986.52574236116,145.88941833934035,48.79210363649776
New Hampshire,UCLA-SuEIR,3883.7460765708092,39.72074144502365,10.682366833004487
New Jersey,UCLA-SuEIR,1336926.8345233689,771.1482706149587,5.0085932464609115
New Mexico,UCLA-SuEIR,408627.25940437644,275.31424991502456,47.68583735508536
Nevada,UCLA-SuEIR,4719038.27615515,821.4877700647356,118.0863363201216
New York,UCLA-SuEIR,3625640.0010322114,1124.0345995715404,3.5072930256056996
Ohio,UCLA-SuEIR,10146792.625585398,1307.151048602002,40.937508972052264
Oklahoma,UCLA-SuEIR,1897381.0516831186,530.7265929792052,111.62339297661535
Oregon,UCLA-SuEIR,564199.9978889683,297.27147830690984,110.14798656922451
Pennsylvania,UCLA-SuEIR,4538267.59260735,1020.9985681071533,14.744699993406929
Puerto Rico,UCLA-SuEIR,633754.7099495244,353.5030944557988,182.07610361294627
Rhode Island,UCLA-SuEIR,15467.32785906636,72.62790966612489,7.555334783323585
South Carolina,UCLA-SuEIR,16476177.02523543,1646.7514800709926,128.38216688588312
South Dakota,UCLA-SuEIR,11266.47824699757,50.232124031609494,43.95292086156673
Tennessee,UCLA-SuEIR,15726056.449677994,1502.6459408014375,166.57240379079823
Texas,UCLA-SuEIR,465175923.760532,8243.374862491484,184.37094582959364
Utah,UCLA-SuEIR,2063246.526893894,556.4192675350698,216.85337335030604
Virginia,UCLA-SuEIR,3156999.7977721784,735.1927028126853,36.21146494715357
Virgin Islands,UCLA-SuEIR,17.342291534627346,1.6447168838474107,24.79683301950739
Vermont,UCLA-SuEIR,318.04406902817016,10.002620717946675,17.89514536307474
Washington,UCLA-SuEIR,3238685.9755263925,717.2931283078726,48.81515208631907
Wisconsin,UCLA-SuEIR,3043379.2754034903,673.7630214193732,77.43253497918128
West Virginia,UCLA-SuEIR,62385.95944543932,95.12574863047453,94.0201415772847
Wyoming,UCLA-SuEIR,6757.779365977899,33.216427957659825,138.2020179358126
US,IowaStateLW-STEM,31547614122.401096,78607.72259570494,54.94176820532941
Alabama,IowaStateLW-STEM,15779912.439667277,1751.677569190069,130.06672328505596
Arkansas,IowaStateLW-STEM,3004828.557697395,734.2729056437389,194.93724688663946
Arizona,IowaStateLW-STEM,91217150.04687627,4230.810831298331,148.32633983167736
California,IowaStateLW-STEM,573900870.584456,10320.91516076516,129.23825821330968
Colorado,IowaStateLW-STEM,812047.1780609821,433.11522859856194,24.74068027297792
Connecticut,IowaStateLW-STEM,2265943.1446208116,534.0457095373762,12.272393976504587
Delaware,IowaStateLW-STEM,51430.5458078958,124.06006647673313,22.99928745184562
Florida,IowaStateLW-STEM,1276727082.4528575,14611.280002713336,272.71689541661794
