state,model,MSE,MAE,MAPE
US,OliverWyman-Navigator,26835661.804244414,5025.456614305038,656.3851479356729
Alaska,OliverWyman-Navigator,4.428087562932043,1.604126041324104,inf
Alabama,OliverWyman-Navigator,27366.93529308769,157.02149375671868,3092.740697397831
Arkansas,OliverWyman-Navigator,2645.4583505155674,48.5360289696403,771.3400281501621
Arizona,OliverWyman-Navigator,98868.97024598015,288.4533865271346,589.7244296359148
California,OliverWyman-Navigator,374622.913550754,562.4292008325178,821.5609825397325
Colorado,OliverWyman-Navigator,1882.9751851771566,39.84832301722871,inf
Connecticut,OliverWyman-Navigator,1571.2809753659442,32.61418703649833,inf
District of Columbia,OliverWyman-Navigator,104.96530247730409,8.447594243885538,inf
Delaware,OliverWyman-Navigator,111.81605626505223,9.552883000749851,inf
Florida,OliverWyman-Navigator,388434.9869023743,582.5186107719339,680.8634681120063
Georgia,OliverWyman-Navigator,66806.11227637407,244.33266774421236,inf
Hawaii,OliverWyman-Navigator,9.992642199299379,2.2037187379166667,inf
Iowa,OliverWyman-Navigator,1439.919306510576,35.75423580992022,inf
Idaho,OliverWyman-Navigator,482.468852807294,16.163890046935247,inf
Illinois,OliverWyman-Navigator,40829.96540323335,190.84839577751663,1695.000039651568
Indiana,OliverWyman-Navigator,7183.813222545867,82.5236617544631,782.83773043865
Kansas,OliverWyman-Navigator,494.56472149469556,19.906950027915077,inf
Kentucky,OliverWyman-Navigator,1867.1960389321514,39.84393011080083,inf
Louisiana,OliverWyman-Navigator,34156.69484053778,176.4506730455168,inf
Massachusetts,OliverWyman-Navigator,19710.249513778606,130.60624355155596,765.2501872096926
Maryland,OliverWyman-Navigator,6350.876481971665,75.83855001550366,824.2809150550232
Maine,OliverWyman-Navigator,8.050620713227335,2.241452142546335,inf
Michigan,OliverWyman-Navigator,8817.134325139406,73.46251759259113,inf
Minnesota,OliverWyman-Navigator,2818.2098079946213,48.77250602380682,inf
Missouri,OliverWyman-Navigator,6028.996129528488,71.97921477512669,1248.405402037365
Mississippi,OliverWyman-Navigator,20179.580684337492,126.55998663624261,inf
Montana,OliverWyman-Navigator,83.66183254065298,7.508076816719237,inf
North Carolina,OliverWyman-Navigator,15826.014340292575,117.40963389192274,834.9211200796367
North Dakota,OliverWyman-Navigator,71.00298524362267,6.982963549640782,inf
Nebraska,OliverWyman-Navigator,394.37757457233937,19.056621512782623,inf
New Hampshire,OliverWyman-Navigator,230.61608847584276,12.822446485750083,inf
New Jersey,OliverWyman-Navigator,27421.663850508234,145.7316583634042,913.3276788855865
New Mexico,OliverWyman-Navigator,1310.5460739315542,34.44967243179188,852.5940001784847
Nevada,OliverWyman-Navigator,5004.350537719866,64.02701181742013,1092.8248061949357
New York,OliverWyman-Navigator,37329.26089827182,173.44295473615972,1597.1303201958663
Ohio,OliverWyman-Navigator,30655.2973451676,164.069963900648,inf
Oklahoma,OliverWyman-Navigator,1110.3800042255236,28.668521695899226,inf
Oregon,OliverWyman-Navigator,672.1579797706559,24.168582875849467,inf
Pennsylvania,OliverWyman-Navigator,20119.368725310465,128.20114596825493,1299.231115858504
Rhode Island,OliverWyman-Navigator,453.2807402375535,18.861864356848738,inf
South Carolina,OliverWyman-Navigator,33727.28644383705,160.82013270343336,525.5261092403938
South Dakota,OliverWyman-Navigator,56.91567037372382,7.000205944104366,inf
Tennessee,OliverWyman-Navigator,11907.228939433877,101.71054883152648,958.9408932167601
Texas,OliverWyman-Navigator,596409.5842253861,622.4614420685482,433.07404787702745
Utah,OliverWyman-Navigator,566.1876729949655,22.60606491719625,inf
Virginia,OliverWyman-Navigator,8960.391497475031,80.71389731620499,1110.564174234102
Vermont,OliverWyman-Navigator,0.4055884901638187,0.4842618629364212,inf
Washington,OliverWyman-Navigator,5126.836338538466,67.60253929025625,inf
Wisconsin,OliverWyman-Navigator,1533.6157472742345,36.0864803114815,inf
West Virginia,OliverWyman-Navigator,62.62346598355574,5.949427415070717,inf
Wyoming,OliverWyman-Navigator,8.639546232098006,2.509538734438965,inf
US,DDS-NBDS,68299635.34301026,6938.863041666667,662.9576591983009
Alaska,DDS-NBDS,16.395362871769183,3.327540673433555,332.7540673433555
Alabama,DDS-NBDS,56923.929638946385,207.7246233983866,4960.055421339759
Arkansas,DDS-NBDS,3075.3233294729425,47.76869811703689,411.0960762938533
Arizona,DDS-NBDS,1001274.2887060358,796.1766533825124,1260.5580346700626
California,DDS-NBDS,563291.955602573,646.8422001113877,763.4534635067764
Colorado,DDS-NBDS,407.5164478723331,18.195190974084444,inf
Connecticut,DDS-NBDS,73.13360914246401,7.628024979573647,inf
District of Columbia,DDS-NBDS,4.830017099818118,1.9723772959701513,inf
Delaware,DDS-NBDS,93.62302122844855,8.704792907970065,inf
Florida,DDS-NBDS,2328801.982085932,1226.840564073054,627.0915395119332
Georgia,DDS-NBDS,50726.67495618394,205.38463158403292,238.5030151133493
Hawaii,DDS-NBDS,22.86486792604467,3.7094858113123963,inf
Iowa,DDS-NBDS,930.8597540796941,24.004678530270816,486.81691830781233
Idaho,DDS-NBDS,7789.581508717059,68.60531907337406,1552.0452252969753
Illinois,DDS-NBDS,5623.422009794438,65.73512098722539,1044.8623527068078
Indiana,DDS-NBDS,1762.5942682318223,37.31446509141947,303.06817164339765
Kansas,DDS-NBDS,579.0605434881501,21.011325905309306,inf
Kentucky,DDS-NBDS,1668.7477691820354,35.088018712753225,556.3242964094154
Louisiana,DDS-NBDS,62223.88468866353,216.64742105881692,inf
