state,model,MSE,MAE,MAPE
Illinois,CU-nochange,119324893.16666667,10895.166666666666,582.1218888322693
Indiana,CU-nochange,26727558.666666668,5159.666666666667,495.03454952097997
Kansas,CU-nochange,2956578.1666666665,1705.1666666666667,262.761094966455
Kentucky,CU-nochange,11469598.833333334,3386.1666666666665,519.0323281211219
Louisiana,CU-nochange,135454096.83333334,11613.5,inf
Massachusetts,CU-nochange,8541264.5,2876.8333333333335,623.0987766656556
Maryland,CU-nochange,26003054.0,5016.0,619.8603202145279
Maine,CU-nochange,15895.5,122.16666666666667,552.9761904761905
Michigan,CU-nochange,24991205.666666668,4696.0,487.76219666202604
Minnesota,CU-nochange,18309280.166666668,4276.5,596.206674683037
Missouri,CU-nochange,52590045.166666664,6655.166666666667,1357.8278521763066
Mississippi,CU-nochange,49872749.5,6956.833333333333,788.653810835629
Montana,CU-nochange,325435.5,565.1666666666666,470.3411230953604
North Carolina,CU-nochange,93105209.5,9601.833333333334,620.3061996902543
North Dakota,CU-nochange,320044.0,562.0,434.47151526129875
Nebraska,CU-nochange,2591790.8333333335,1604.5,723.0412356684327
New Hampshire,CU-nochange,42785.166666666664,206.16666666666666,1171.8215811965813
New Jersey,CU-nochange,11813338.333333334,3192.0,1091.7666953393807
New Mexico,CU-nochange,1522971.8333333333,1218.5,848.471048513302
Nevada,CU-nochange,30519110.0,5508.0,637.6796474455836
New York,CU-nochange,13629597.5,3689.1666666666665,506.30601560975873
Ohio,CU-nochange,52731302.5,7241.5,632.6223988133371
Oklahoma,CU-nochange,41678880.166666664,6062.166666666667,686.7230574333793
Oregon,CU-nochange,3080484.0,1752.0,438.72921810699586
Pennsylvania,CU-nochange,22051072.333333332,4597.666666666667,606.8591757488592
Rhode Island,CU-nochange,619499.3333333334,771.0,inf
South Carolina,CU-nochange,64199089.0,7984.0,743.8954516708583
South Dakota,CU-nochange,210101.0,448.0,466.8807707747892
Tennessee,CU-nochange,201873283.33333334,13474.333333333334,982.5512058530729
Texas,CU-nochange,2489566050.8333335,49681.166666666664,732.1319543953647
Utah,CU-nochange,3478299.8333333335,1833.8333333333333,525.1931082331175
Virginia,CU-nochange,49397242.5,6981.166666666667,731.7995180024787
Vermont,CU-nochange,713.0,26.666666666666668,353.4722222222222
Washington,CU-nochange,18838803.5,4331.166666666667,560.227242348556
Wisconsin,CU-nochange,27463901.0,5237.0,603.5505832043365
West Virginia,CU-nochange,988442.5,973.5,589.93993993994
Wyoming,CU-nochange,24837.5,156.83333333333334,493.3838383838384
US,RobertWalraven-ESG,207742379549.8237,373614.3812188946,703.8495149746296
Alaska,RobertWalraven-ESG,237683.01448539837,348.7825525754067,414.66420601232943
Alabama,RobertWalraven-ESG,66313460.46412787,7009.131782741068,452.3436022499492
Arkansas,RobertWalraven-ESG,28036604.18972249,4351.963235777793,inf
American Samoa,RobertWalraven-ESG,0.0,0.0,0.0
Arizona,RobertWalraven-ESG,410415821.1781677,15755.355912805635,1118.4256461056152
California,RobertWalraven-ESG,2968369191.0090337,49488.31356817855,817.4739705166894
Colorado,RobertWalraven-ESG,17184204.14950897,2890.879029251438,799.448092363825
Connecticut,RobertWalraven-ESG,206201.76040297808,429.31598751959905,inf
District of Columbia,RobertWalraven-ESG,31171.114376427806,153.49668486847648,252.6638835325454
Delaware,RobertWalraven-ESG,190433.99896330887,407.47881107112175,inf
Florida,RobertWalraven-ESG,2129867983.647761,39922.977618222845,508.0511746793814
Georgia,RobertWalraven-ESG,921195065.8935822,23957.481873806435,651.7038254523645
Guam,RobertWalraven-ESG,474.8492833333334,20.981666666666666,inf
Hawaii,RobertWalraven-ESG,803931.1425585205,457.2897695746316,201.97241921454724
Iowa,RobertWalraven-ESG,5321322.712864491,2152.240710373264,376.3629118475855
Idaho,RobertWalraven-ESG,3929153.5070940396,1724.8580219950356,426.80898445701246
Illinois,RobertWalraven-ESG,59315979.39210567,7010.6479072111915,388.7886442052094
Indiana,RobertWalraven-ESG,12155921.699244788,3020.0318194347237,298.9729207725116
Kansas,RobertWalraven-ESG,5274454.999537837,1905.9061011380004,479.82731261809903
Kentucky,RobertWalraven-ESG,19982888506.61699,31627.84604782128,4837.126697743296
Louisiana,RobertWalraven-ESG,524030050.8950153,13424.506085630514,inf
Massachusetts,RobertWalraven-ESG,1138358.6930838649,911.8888941875316,216.85948041782478
Maryland,RobertWalraven-ESG,9182321.839699777,2750.0346080641,324.6494029117596
Maine,RobertWalraven-ESG,14179.015116259208,106.41444263488201,636.3788160287368
Michigan,RobertWalraven-ESG,8794229.161653636,2385.999744384416,281.3852088735965
Minnesota,RobertWalraven-ESG,7974740.567666021,2226.158881235758,307.71262664251003
Missouri,RobertWalraven-ESG,372909401.4494235,11160.811502908891,2699.16148211315
Mississippi,RobertWalraven-ESG,91374769.42937942,7316.136505298194,755.1112709635322
Montana,RobertWalraven-ESG,737841.7401365443,658.2631980627556,531.734545725021
North Carolina,RobertWalraven-ESG,120276893.53352931,10142.60275320096,621.5232694796904
North Dakota,RobertWalraven-ESG,593900.0949967424,586.6407342733596,430.61519832858784
Nebraska,RobertWalraven-ESG,1635290.3173571262,1114.1690992169415,594.6793511610686
New Hampshire,RobertWalraven-ESG,13295.09561022089,104.38561779574928,459.7845598927654
New Jersey,RobertWalraven-ESG,1834372.9154238617,1257.0703590786406,386.27750389738713
New Mexico,RobertWalraven-ESG,2656586.470804671,1484.2619872602897,907.1875684455699
Nevada,RobertWalraven-ESG,39906677.40322197,5140.200743728015,573.5043190982029
New York,RobertWalraven-ESG,7562844.332390736,2449.8659753359198,335.50508428826305
Ohio,RobertWalraven-ESG,48077708.99120611,6283.126650121618,542.559598725399
Oklahoma,RobertWalraven-ESG,98098197.6249811,6868.448950003618,755.4529332179169
Oregon,RobertWalraven-ESG,3271937.162950457,1646.2120335123705,439.1456521231922
Pennsylvania,RobertWalraven-ESG,25212294.928620096,4265.87122887302,592.7689363858458
Puerto Rico,RobertWalraven-ESG,191123.75428902995,350.90404892761234,62.8600906479959
Rhode Island,RobertWalraven-ESG,335988.6562774874,494.26820572846583,inf
South Carolina,RobertWalraven-ESG,65743499.1105504,7473.300633951824,606.0366441989731
South Dakota,RobertWalraven-ESG,137057.84810664516,317.32488046392365,327.1810047695239
Tennessee,RobertWalraven-ESG,2926952423.924075,24048.09145146575,1693.968275704473
Texas,RobertWalraven-ESG,4863779262.364462,49468.63343324111,723.6919133107043
Utah,RobertWalraven-ESG,11023335.795535572,2904.6642679921474,685.7809238664202
Virginia,RobertWalraven-ESG,28113956.213957965,4550.681552530021,452.6918090367226
Virgin Islands,RobertWalraven-ESG,1507.513775,34.4575,444.025
Vermont,RobertWalraven-ESG,1330.9035837910415,29.920912548612804,426.3087599760976
Washington,RobertWalraven-ESG,12634959.020202694,3157.4227968960236,inf
Wisconsin,RobertWalraven-ESG,24364481.63424559,4394.762474739358,461.99828686549506
West Virginia,RobertWalraven-ESG,1027135.03923745,792.2767264704103,536.7369681489868
Wyoming,RobertWalraven-ESG,60843.176343018924,214.99839980574995,805.3414837243486
US,Covid19Sim-Simulator,254360809900.68842,499839.02932668256,906.5800643491596
Alaska,Covid19Sim-Simulator,311073.6697805164,498.5594342869006,584.51027305812
Alabama,Covid19Sim-Simulator,151582293.7613652,11807.140772199487,742.0762175658158
Arkansas,Covid19Sim-Simulator,20875467.75386531,4518.529305112954,inf
Arizona,Covid19Sim-Simulator,1007906693.4384975,29903.006609829532,1997.633512077314
California,Covid19Sim-Simulator,5305868672.362123,72083.79804418156,1182.3573378441856
Colorado,Covid19Sim-Simulator,12286464.787449222,3217.1576143112006,831.9863019030738
Connecticut,Covid19Sim-Simulator,268682.48640711064,414.9195085009278,inf
District of Columbia,Covid19Sim-Simulator,114142.5841775053,251.52224228827308,472.5876293777936
Delaware,Covid19Sim-Simulator,664745.7917449544,795.7922474726046,inf
Florida,Covid19Sim-Simulator,13802110197.663187,114258.26181628749,1364.8716109056181
Georgia,Covid19Sim-Simulator,824062152.5270607,27985.308575134542,743.6367627571001
Hawaii,Covid19Sim-Simulator,23266.538186007812,135.42552091527153,179.88979428024342
Iowa,Covid19Sim-Simulator,13981620.524440983,3662.5497355801754,659.0106200948189
Idaho,Covid19Sim-Simulator,32204039.545711488,5453.848966850759,1321.0314874776827
Illinois,Covid19Sim-Simulator,48529415.19502666,5925.337937527336,324.3187978421042
Indiana,Covid19Sim-Simulator,19316894.05072546,4113.099497892225,410.24427244070773
Kansas,Covid19Sim-Simulator,15818023.545148188,3866.1583323543746,1048.145768627212
Kentucky,Covid19Sim-Simulator,12729514.323470572,3118.265216304516,465.492786720557
Louisiana,Covid19Sim-Simulator,276210565.3805455,16137.801540517665,inf
Massachusetts,Covid19Sim-Simulator,1839956.2512112423,1125.8517895611467,270.8290699559161
Maryland,Covid19Sim-Simulator,16224574.637144262,3033.001253238326,367.220234219405
Maine,Covid19Sim-Simulator,9954.206641211673,94.35014006545437,563.339534908437
Michigan,Covid19Sim-Simulator,19311923.470284883,4122.818370866789,526.7074979129133
Minnesota,Covid19Sim-Simulator,12970596.352694543,3273.6378160949935,434.2809782076567
Missouri,Covid19Sim-Simulator,67880858.34598422,7228.069377916839,1863.8845229780388
Mississippi,Covid19Sim-Simulator,56271464.73897743,7195.570120047373,700.8456572720931
Montana,Covid19Sim-Simulator,1477507.4922300982,1139.20774147663,909.276390686469
North Carolina,Covid19Sim-Simulator,127905639.14994872,11228.790471734843,676.5134732408378
North Dakota,Covid19Sim-Simulator,586088.1963340637,636.7086751560377,456.7663564913137
Nebraska,Covid19Sim-Simulator,1978305.9127589245,1225.149545740756,682.1863411295053
New Hampshire,Covid19Sim-Simulator,10886.055028451548,78.55861492513858,327.20722351643633
New Jersey,Covid19Sim-Simulator,1799733.7010733776,1321.064858787517,396.66938257173086
New Mexico,Covid19Sim-Simulator,3709337.3678078307,1859.0928315199424,1108.7215387529154
Nevada,Covid19Sim-Simulator,95625219.33405894,9534.68317145639,1041.8375180998535
New York,Covid19Sim-Simulator,11958552.014113147,3448.081714110648,471.7990617801427
Ohio,Covid19Sim-Simulator,92891166.5912926,9453.69667552272,811.3861541822705
Oklahoma,Covid19Sim-Simulator,31481644.620635904,5543.761548354279,602.7036010123438
Oregon,Covid19Sim-Simulator,4917984.319472832,2211.0200194718796,595.7616159803515
Pennsylvania,Covid19Sim-Simulator,33858608.433151565,5660.259304742537,793.9046206829478
Puerto Rico,Covid19Sim-Simulator,4035765.2852188624,1477.6702040398418,232.8804393304694
Rhode Island,Covid19Sim-Simulator,223885.08450473956,408.0792576210999,inf
South Carolina,Covid19Sim-Simulator,219968597.5593632,14553.705850447519,1126.0295907083025
South Dakota,Covid19Sim-Simulator,106826.00210138019,314.90226724767933,329.75620091552685
Tennessee,Covid19Sim-Simulator,255075864.32608986,15334.454116201756,927.3483227436697
Texas,Covid19Sim-Simulator,6930731401.74794,81554.28452916644,1163.4063243380274
Utah,Covid19Sim-Simulator,17588212.420937352,4169.151156586944,959.1101443005418
Virginia,Covid19Sim-Simulator,28482093.28672173,4489.5884608656925,431.1741324407382
Vermont,Covid19Sim-Simulator,704.4919198878536,22.324267350790713,341.65736421940863
Washington,Covid19Sim-Simulator,28594683.38887608,5273.4749001744885,inf
Wisconsin,Covid19Sim-Simulator,30606928.574006785,5211.920279107635,531.4434497368574
West Virginia,Covid19Sim-Simulator,1323521.0393978239,1065.7115989901927,765.0662814520917
Wyoming,Covid19Sim-Simulator,155588.4766478768,387.22427158752527,1419.210669957296
US,CovidAnalytics-DELPHI,100666168027.58333,314102.93888888886,585.1250339185624
Alaska,CovidAnalytics-DELPHI,197035.18333333335,356.95,426.45856600177063
Alabama,CovidAnalytics-DELPHI,128837668.71944444,11089.980555555556,724.7041531035533
Arkansas,CovidAnalytics-DELPHI,24721470.47222222,4889.683333333333,inf
Arizona,CovidAnalytics-DELPHI,561947863.1972222,21824.55833333333,1587.1152712267174
California,CovidAnalytics-DELPHI,3856329388.572222,60718.13333333333,1053.2350931049998
Colorado,CovidAnalytics-DELPHI,661157.8527777778,669.5583333333333,180.58986213153116
Connecticut,CovidAnalytics-DELPHI,4454.952777777778,48.51388888888889,inf
District of Columbia,CovidAnalytics-DELPHI,8161.647222222222,75.14166666666667,141.05176685067394
Delaware,CovidAnalytics-DELPHI,21356.11388888889,105.36944444444445,inf
Florida,CovidAnalytics-DELPHI,3112149607.616667,55274.63333333333,699.1194578306562
Georgia,CovidAnalytics-DELPHI,243830819.57222223,15194.427777777777,416.0256315116292
Hawaii,CovidAnalytics-DELPHI,112012.08333333333,232.44444444444443,102.44169629622725
Iowa,CovidAnalytics-DELPHI,402907.8416666666,515.775,96.33752667255152
Idaho,CovidAnalytics-DELPHI,4114508.277777778,1902.761111111111,496.5894066135038
Illinois,CovidAnalytics-DELPHI,2043637.5027777776,1313.7749999999999,71.18040926192107
Indiana,CovidAnalytics-DELPHI,1786605.3722222224,1115.2555555555555,111.58246987266403
Kansas,CovidAnalytics-DELPHI,728517.2333333334,681.7722222222222,148.1009940273531
Kentucky,CovidAnalytics-DELPHI,4570852.977777778,1903.722222222222,289.22961474001477
Louisiana,CovidAnalytics-DELPHI,69640967.66111112,7795.266666666666,inf
Massachusetts,CovidAnalytics-DELPHI,124436.04999999999,328.18888888888887,75.02602839085742
Maryland,CovidAnalytics-DELPHI,2889470.2277777777,1311.1277777777777,158.40263164909967
Maine,CovidAnalytics-DELPHI,4827.9111111111115,60.394444444444446,356.9744107744107
Michigan,CovidAnalytics-DELPHI,706778.7166666667,714.7166666666667,91.27452244783314
Minnesota,CovidAnalytics-DELPHI,1225768.9861111112,909.525,126.95900257477577
Missouri,CovidAnalytics-DELPHI,31092711.8,4631.522222222223,1043.2857140005422
Mississippi,CovidAnalytics-DELPHI,28035349.416666668,4762.683333333333,494.9943598461263
Montana,CovidAnalytics-DELPHI,116868.33888888889,289.1611111111111,234.09271655263854
North Carolina,CovidAnalytics-DELPHI,233414526.42777777,15083.077777777778,925.7816584776864
North Dakota,CovidAnalytics-DELPHI,10931.672222222222,87.8611111111111,64.86057072173769
Nebraska,CovidAnalytics-DELPHI,57079.027777777774,186.15,101.67506878063325
New Hampshire,CovidAnalytics-DELPHI,364.99444444444447,11.21111111111111,38.45933307705749
New Jersey,CovidAnalytics-DELPHI,66627.12222222223,246.80555555555557,72.78897757328672
New Mexico,CovidAnalytics-DELPHI,763897.513888889,803.1972222222222,486.2633538742385
Nevada,CovidAnalytics-DELPHI,28757526.005555555,5228.522222222222,580.5582866399868
New York,CovidAnalytics-DELPHI,496991.3722222222,572.1444444444445,78.25487916297584
Ohio,CovidAnalytics-DELPHI,32307287.722222224,5261.0055555555555,439.98883481963236
Oklahoma,CovidAnalytics-DELPHI,12577300.055555558,3220.6777777777775,354.9780735919846
Oregon,CovidAnalytics-DELPHI,3115556.6166666667,1714.9166666666667,451.985954115039
Pennsylvania,CovidAnalytics-DELPHI,458631.0333333334,472.63888888888886,62.785311770662354
Rhode Island,CovidAnalytics-DELPHI,2602.2527777777777,31.46388888888889,inf
South Carolina,CovidAnalytics-DELPHI,74435382.10833333,8108.175,665.0609151455826
South Dakota,CovidAnalytics-DELPHI,12420.433333333334,96.71111111111111,107.17951942668675
Tennessee,CovidAnalytics-DELPHI,157277727.10555556,12384.327777777778,786.5366197744062
Texas,CovidAnalytics-DELPHI,3382663041.2999997,57033.62222222222,823.4076072700703
Utah,CovidAnalytics-DELPHI,17650935.533333335,4136.650000000001,1003.1382504655547
Virginia,CovidAnalytics-DELPHI,5160174.694444445,1925.2833333333335,192.32280050795012
Vermont,CovidAnalytics-DELPHI,15.96111111111111,3.388888888888889,47.110539923039916
Washington,CovidAnalytics-DELPHI,12239473.516666666,3207.4666666666667,inf
Wisconsin,CovidAnalytics-DELPHI,5494126.105555556,2070.6277777777777,218.74385778022415
West Virginia,CovidAnalytics-DELPHI,361003.3833333333,570.7666666666667,400.6142043008702
Wyoming,CovidAnalytics-DELPHI,26285.644444444446,156.45555555555555,546.5546898038593
Alaska,CovidActNow-SEIR_CAN,174795.8200103155,408.52361556387604,505.0891180411023
Alabama,CovidActNow-SEIR_CAN,53493556.84438398,7286.168287429941,438.20276479922836
Arkansas,CovidActNow-SEIR_CAN,41463876.63370183,6187.238700403839,inf
Arizona,CovidActNow-SEIR_CAN,1087515011.679505,32738.876036629346,1891.777085941871
California,CovidActNow-SEIR_CAN,7735100049.928365,84661.6095463922,1345.5943026900504
Colorado,CovidActNow-SEIR_CAN,1345997.3355395163,1147.01115208033,271.34035520375244
Connecticut,CovidActNow-SEIR_CAN,197334.71149774117,443.782401007989,inf
District of Columbia,CovidActNow-SEIR_CAN,5746.487601250592,68.12460712261992,110.32815243217475
Delaware,CovidActNow-SEIR_CAN,585143.3017639015,764.1586696356267,inf
Florida,CovidActNow-SEIR_CAN,65051406945.20065,233936.54871128907,2723.3629386877583
Georgia,CovidActNow-SEIR_CAN,4393437534.958411,61581.13110352758,1632.3183695449966
Hawaii,CovidActNow-SEIR_CAN,34328.285796767675,181.3429602421817,303.91229149458724
Iowa,CovidActNow-SEIR_CAN,4329825.297985221,2065.0511704256355,415.01355655147324
Idaho,CovidActNow-SEIR_CAN,4242523.5082995985,2034.6696206621002,453.83201321826874
Illinois,CovidActNow-SEIR_CAN,7398493.29948463,2592.143928719136,180.78818520757054
Indiana,CovidActNow-SEIR_CAN,2001297.6346302424,1369.7646445362807,152.88723488504283
Kansas,CovidActNow-SEIR_CAN,5903150.1597230965,2420.34175901998,685.6281174864588
Kentucky,CovidActNow-SEIR_CAN,506870.0434746199,697.6753084050939,118.29032866411278
Louisiana,CovidActNow-SEIR_CAN,62888234.69650031,7895.645340497004,inf
Massachusetts,CovidActNow-SEIR_CAN,228041.23697876956,386.2399194689315,120.48362771616044
Maryland,CovidActNow-SEIR_CAN,1276602.1990719547,1050.4518281000985,138.28512642794414
Maine,CovidActNow-SEIR_CAN,43738.67090081668,208.8121046214204,1239.2219945888382
Michigan,CovidActNow-SEIR_CAN,3538243.608488603,1863.5975694253937,262.5204220430442
Minnesota,CovidActNow-SEIR_CAN,1702816.3506702825,1269.6551938678142,189.21801198319827
Missouri,CovidActNow-SEIR_CAN,112556005.27941394,9796.849867388433,2038.2189408196045
Mississippi,CovidActNow-SEIR_CAN,13847211.970805973,3709.2689742662346,367.75692102702243
Montana,CovidActNow-SEIR_CAN,2052665.3382568154,1193.0359482626154,971.2783099158818
North Carolina,CovidActNow-SEIR_CAN,142095437.42014164,11832.700040611073,676.4338179514272
