state,model,MSE,MAE,MAPE
US,ARIMA,36746.35055141245,138.8731633247941,0.09733668048347505
Alaska,ARIMA,0.2537106242082696,0.39744755494519957,2.0678533507939543
Alabama,ARIMA,154.63289615465297,10.110147674786699,0.7733459999716183
Arkansas,ARIMA,24.490131167698454,3.613089975864274,0.9982372022257786
Arizona,ARIMA,1349.7388717978208,30.35712453968854,1.1407431295002535
Colorado,ARIMA,28.538286310803766,4.066265206147102,0.2300901857887481
Connecticut,ARIMA,19.403855238725065,3.244799282118593,0.07422311206649272
District of Columbia,ARIMA,1.4441502112378926,0.9959089766602759,0.17463328230144942
Delaware,ARIMA,121.65047242542275,4.291810015702344,0.8010671853565382
Florida,ARIMA,1469.692973180366,26.84931041034625,0.4787506797377405
Georgia,ARIMA,497.4758097307532,17.150731954135694,0.4983292489506507
Guam,ARIMA,6.176464392401003e-17,7.684596160912807e-09,1.5369192321825613e-07
Hawaii,ARIMA,0.982962871697875,0.6164902216591667,2.173115192239692
Iowa,ARIMA,13.804198339774377,2.807657073799891,0.35566139248188244
Idaho,ARIMA,8.266027646397394,2.0184265005355613,1.2538313554951392
Kansas,ARIMA,5.885045093879833,1.9392991527159522,0.5863389362539652
Kentucky,ARIMA,9.285843664042291,2.6081368794737334,0.40371454251756295
Louisiana,ARIMA,262.27367311090745,12.546484334814245,0.330410237404759
Massachusetts,ARIMA,203.64999579256687,9.661512292605023,0.11636791274282138
Maryland,ARIMA,22.059075277339893,3.73520640125137,0.11033782091971543
Maine,ARIMA,0.47882566669217097,0.5642887306528613,0.49115637855774796
Michigan,ARIMA,76.38202791951758,6.827840755557853,0.10754426715588805
Minnesota,ARIMA,127.57492309447603,4.845209478053637,0.29358128445802234
Missouri,ARIMA,44.63069256723072,5.013143594236419,0.4332130703480938
Mississippi,ARIMA,188.62659819124707,10.014437887451185,0.7097469900218909
Montana,ARIMA,2.149982076777582,1.0707137340046604,2.3529337055708868
North Dakota,ARIMA,1.2074150548313272,0.8112463331158789,0.8342585214073082
Nebraska,ARIMA,8.573343651471356,2.3879971875919788,0.787555347623252
New Hampshire,ARIMA,2.7745803270921394,1.299395819829711,0.3386857350201135
New Jersey,ARIMA,652.9180455504957,16.910595389103563,0.11000762308436744
New Mexico,ARIMA,5.819079351751647,1.9410647286976965,0.33828593527964007
Nevada,ARIMA,63.62652130389585,5.669252739051514,0.7701342468020047
Ohio,ARIMA,178.82050485185516,11.06170101412635,0.3445796298409566
Oklahoma,ARIMA,10.832004659480885,2.4865642812108284,0.5052673820717305
Oregon,ARIMA,9.900679839714277,2.5050907155048345,0.8849296723234892
