date,covid treatment,treatment for covid,treat covid,covid in old,covid fever,covid vaccine,covid in adults,covid testing,what to do if you have covid,coronavirus,ICU,covid death rate,stimulus package,how long does covid last,thermoscan,covid incubation period,covid,covid symptoms,how long is covid contagious,fever and cough,covid pneumonia,quarantine,unemployment rate,covid recovery time,covid cdc,cdc suggestion,covid side effects,how contagious is covid,signs of covid,covid cases,vaccine,how to get rid of covid,covid in children,how to treat covid,covid infection rate,reopen,covid report,do I have covid,mask,social distancing,zoom,work from home,how bad is covid in,Anthony Fauci,ventilator,travel ban,black lives matter,protests,loot,Tik Tok ban,symptons of covid,covid duration,covid contagious,covid or cold,covid medicine,normal body,is covid contagious,body temperature,testing covid,covid vs cold,get over covid,dangerous fever,second outbreak,covid outbreak,lockdown,online classes,college basketball,college football
2020-01-01,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.4423470353692043,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.3513752571634776,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.449987545831587,-0.6931471805599453,-0.6931471805599453,1.8718021769015913,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.3513752571634776,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,0.4054651081081644,-0.6931471805599453,-0.6931471805599453,1.5040773967762742,-0.6931471805599453,0.9162907318741551,2.8622008809294686,-0.6931471805599453,-0.6931471805599453,0.4054651081081644,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.349904087274605,0.4054651081081644,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.1400661634962708,-0.6931471805599453,2.6741486494265287,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.5115454388310208,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.068052935133617,3.5409593240373143,4.310799125385514
2020-01-02,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.740840023925201,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.2512917986064953,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.740840023925201,-0.6931471805599453,-0.6931471805599453,2.1400661634962708,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.917770732084279,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,0.4054651081081644,-0.6931471805599453,-0.6931471805599453,1.5040773967762742,-0.6931471805599453,1.252762968495368,3.349904087274605,-0.6931471805599453,-0.6931471805599453,0.9162907318741551,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.2771447329921766,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.3513752571634776,-0.6931471805599453,2.4423470353692043,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.597312260588446,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.5409593240373143,3.481240089335692,3.9219733362813143
2020-01-03,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.803360380906535,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.6741486494265287,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.3141860046725258,-0.6931471805599453,-0.6931471805599453,2.2512917986064953,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.970414465569701,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,0.4054651081081644,-0.6931471805599453,-0.6931471805599453,1.5040773967762742,-0.6931471805599453,1.5040773967762742,3.3141860046725258,-0.6931471805599453,-0.6931471805599453,0.9162907318741551,-0.6931471805599453,-0.6931471805599453,0.4054651081081644,3.1135153092103742,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.4423470353692043,-0.6931471805599453,2.6741486494265287,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.068052935133617,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.481240089335692,3.597312260588446,3.1570004211501135
2020-01-04,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.803360380906535,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,1.8718021769015913,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.3141860046725258,-0.6931471805599453,-0.6931471805599453,2.0149030205422647,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.740840023925201,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,0.4054651081081644,-0.6931471805599453,-0.6931471805599453,1.7047480922384253,-0.6931471805599453,1.252762968495368,3.3141860046725258,-0.6931471805599453,-0.6931471805599453,0.9162907318741551,-0.6931471805599453,-0.6931471805599453,0.4054651081081644,3.2771447329921766,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.6026896854443837,-0.6931471805599453,2.803360380906535,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,4.350277936359301,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.2386784521643803,4.255612709818223,2.970414465569701
2020-01-05,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.917770732084279,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,1.8718021769015913,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.481240089335692,-0.6931471805599453,-0.6931471805599453,1.7047480922384253,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.4423470353692043,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,0.4054651081081644,-0.6931471805599453,-0.6931471805599453,1.7047480922384253,-0.6931471805599453,1.252762968495368,3.1570004211501135,-0.6931471805599453,-0.6931471805599453,0.9162907318741551,-0.6931471805599453,-0.6931471805599453,0.4054651081081644,3.3843902633457743,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.3513752571634776,-0.6931471805599453,2.803360380906535,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.417726683613366,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.2386784521643803,4.0163830207523885,2.4423470353692043
2020-01-06,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.5257286443082556,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.2512917986064953,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.1570004211501135,-0.6931471805599453,-0.6931471805599453,2.2512917986064953,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.970414465569701,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,0.4054651081081644,-0.6931471805599453,-0.6931471805599453,1.5040773967762742,-0.6931471805599453,1.5040773967762742,3.56953269648137,-0.6931471805599453,-0.6931471805599453,0.9162907318741551,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.970414465569701,0.4054651081081644,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.4423470353692043,-0.6931471805599453,2.803360380906535,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.7256934272366524,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.56953269648137,3.5409593240373143,2.3513752571634776
2020-01-07,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.917770732084279,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.0204248861443626,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.970414465569701,-0.6931471805599453,-0.6931471805599453,2.2512917986064953,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.068052935133617,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,0.4054651081081644,-0.6931471805599453,-0.6931471805599453,1.5040773967762742,-0.6931471805599453,1.5040773967762742,3.6506582412937387,-0.6931471805599453,-0.6931471805599453,0.9162907318741551,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.917770732084279,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.5257286443082556,-0.6931471805599453,2.740840023925201,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,4.22683374526818,-0.6931471805599453,-0.6931471805599453,0.4054651081081644,3.597312260588446,3.56953269648137,2.4423470353692043
2020-01-08,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.8622008809294686,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.6741486494265287,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.970414465569701,-0.6931471805599453,-0.6931471805599453,2.4423470353692043,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.0204248861443626,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,0.4054651081081644,-0.6931471805599453,-0.6931471805599453,1.5040773967762742,-0.6931471805599453,1.5040773967762742,3.5409593240373143,-0.6931471805599453,-0.6931471805599453,0.9162907318741551,-0.6931471805599453,-0.6931471805599453,0.4054651081081644,2.970414465569701,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.6741486494265287,-0.6931471805599453,2.740840023925201,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.9982007016691985,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.5115454388310208,3.8394523125933104,2.1400661634962708
2020-01-09,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.740840023925201,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.4423470353692043,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.0204248861443626,-0.6931471805599453,-0.6931471805599453,2.2512917986064953,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.970414465569701,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,0.4054651081081644,-0.6931471805599453,-0.6931471805599453,1.5040773967762742,-0.6931471805599453,1.5040773967762742,3.481240089335692,-0.6931471805599453,-0.6931471805599453,1.252762968495368,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.917770732084279,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.803360380906535,-0.6931471805599453,2.8622008809294686,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,4.119037174812473,2.6741486494265287,-0.6931471805599453,0.4054651081081644,3.5115454388310208,3.817712325956905,2.0149030205422647
2020-01-10,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.803360380906535,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.8622008809294686,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.970414465569701,-0.6931471805599453,-0.6931471805599453,2.5257286443082556,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.0204248861443626,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,0.4054651081081644,-0.6931471805599453,-0.6931471805599453,1.5040773967762742,-0.6931471805599453,1.5040773967762742,3.1570004211501135,-0.6931471805599453,-0.6931471805599453,0.9162907318741551,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.970414465569701,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,2.4423470353692043,-0.6931471805599453,2.740840023925201,-0.6931471805599453,-0.6931471805599453,-0.6931471805599453,3.7013019741124933,-0.6931471805599453,-0.6931471805599453,0.4054651081081644,3.481240089335692,3.7727609380946383,2.1400661634962708
